#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
112 4.11163200000000e-09 4.77413993449021e-10 -3.39069466629826e-04 6.26684086144034e-03 2.05437988775886e-31 -1.50285172197107e-25 6.92836001276181e-24 1.00032191846927e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
113 4.14834300000000e-09 4.85723037159041e-10 -3.45151065348236e-04 6.54596472380365e-03 2.07017298212848e-31 -1.51626789972372e-25 6.92833078172557e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
114 4.18505400000000e-09 4.94094301449590e-10 -3.51286714018474e-04 6.82508740327526e-03 2.08627058203571e-31 -1.52968402050635e-25 6.92830128985662e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
115 4.22176500000000e-09 5.02533050709264e-10 -3.57476412411504e-04 7.10420888934706e-03 2.10333577101884e-31 -1.54310008404816e-25 6.92827153901715e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
116 4.25847600000000e-09 5.11041816846655e-10 -3.63720160295154e-04 7.38332917166071e-03 2.11978714764363e-31 -1.55651608928603e-25 6.92824152920863e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
117 4.29518700000000e-09 5.19613122192946e-10 -3.70017957431806e-04 7.66244823970821e-03 2.13538143956262e-31 -1.56993203563501e-25 6.92821125857460e-24 1.00032191846934e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
118 4.33189800000000e-09 5.28247538502814e-10 -3.76369803584586e-04 7.94156608298174e-03 2.15211183458472e-31 -1.58334792323226e-25 6.92818072711913e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
119 4.36860900000000e-09 5.36953648111528e-10 -3.82775698516981e-04 8.22068269097363e-03 2.16915076780999e-31 -1.59676375131278e-25 6.92814993669370e-24 1.00032191846921e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
120 4.40532000000000e-09 5.45725354713875e-10 -3.89235641985955e-04 8.49979805332514e-03 2.18492686343677e-31 -1.61017951890801e-25 6.92811888729972e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
121 4.44203100000000e-09 5.54558579368708e-10 -3.95749633747181e-04 8.77891215952871e-03 2.20068207789172e-31 -1.62359522587302e-25 6.92808757709101e-24 1.00032191846921e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
122 4.47874200000000e-09 5.63457232768253e-10 -4.02317673556462e-04 9.05802499907694e-03 2.21765941575799e-31 -1.63701087201664e-25 6.92805600791215e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
123 4.51545300000000e-09 5.72427251414257e-10 -4.08939761167935e-04 9.33713656161082e-03 2.23429447442494e-31 -1.65042645644932e-25 6.92802417976458e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
124 4.55216400000000e-09 5.81459940908641e-10 -4.15615896330223e-04 9.61624683662305e-03 2.24976057818086e-31 -1.66384197847318e-25 6.92799209080871e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
125 4.58887500000000e-09 5.90554576857858e-10 -4.22346078791849e-04 9.89535581360649e-03 2.26603262623133e-31 -1.67725743801434e-25 6.92795974104781e-24 1.00032191846927e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
126 4.62558600000000e-09 5.99718377508474e-10 -4.29130308300840e-04 1.01744634820541e-02 2.28287530898353e-31 -1.69067283451421e-25 6.92792713231884e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
127 4.66229700000000e-09 6.08948722472487e-10 -4.35968584601223e-04 1.04535698316067e-02 2.29873123245928e-31 -1.70408816718351e-25 6.92789426462322e-24 1.00032191846932e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
128 4.69900800000000e-09 6.18240281377843e-10 -4.42860907434652e-04 1.07326748517573e-02 2.31424811152384e-31 -1.71750343563486e-25 6.92786113612835e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
129 4.73571900000000e-09 6.27595652764402e-10 -4.49807276542042e-04 1.10117785319992e-02 2.33124329319590e-31 -1.73091863961646e-25 6.92782774866693e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
130 4.77243000000000e-09 6.37024149436437e-10 -4.56807691663021e-04 1.12908808619729e-02 2.34816368221976e-31 -1.74433377842264e-25 6.92779410224037e-24 1.00032191846945e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
131 4.80914100000000e-09 6.46515855951915e-10 -4.63862152532806e-04 1.15699818311719e-02 2.36360542046527e-31 -1.75774885138161e-25 6.92776019502004e-24 1.00032191846948e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
132 4.84585200000000e-09 6.56068773603367e-10 -4.70970658885621e-04 1.18490814290896e-02 2.37953190031895e-31 -1.77116385819675e-25 6.92772602700822e-24 1.00032191846941e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
133 4.88256300000000e-09 6.65688806877826e-10 -4.78133210454293e-04 1.21281796452194e-02 2.39629169071748e-31 -1.78457879838072e-25 6.92769160003374e-24 1.00032191846941e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
134 4.91927400000000e-09 6.75376765643371e-10 -4.85349806969125e-04 1.24072764692020e-02 2.41233504790780e-31 -1.79799367133389e-25 6.92765691409797e-24 1.00032191846949e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
135 4.95598500000000e-09 6.85126067409693e-10 -4.92620448158095e-04 1.26863718905310e-02 2.42772472703077e-31 -1.81140847656027e-25 6.92762196737539e-24 1.00032191846947e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
136 4.99269600000001e-09 6.94938027691062e-10 -4.99945133747523e-04 1.29654658987002e-02 2.44442074287090e-31 -1.82482321359443e-25 6.92758675986757e-24 1.00032191846936e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
137 5.02940700000001e-09 7.04821856711388e-10 -5.07323863461635e-04 1.32445584832032e-02 2.46130855833684e-31 -1.83823788192057e-25 6.92755129340198e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
138 5.06611800000001e-09 7.14769889661979e-10 -5.14756637022599e-04 1.35236496336809e-02 2.47683951767948e-31 -1.85165248104824e-25 6.92751556797992e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
139 5.10282900000001e-09 7.24778858555937e-10 -5.22243454150677e-04 1.38027393396272e-02 2.49253943791194e-31 -1.86506701044722e-25 6.92747958177642e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
140 5.13954000000001e-09 7.34853392773487e-10 -5.29784314563774e-04 1.40818275905359e-02 2.50934008072330e-31 -1.87848146955448e-25 6.92744333661975e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
141 5.17625100000001e-09 7.44997731947667e-10 -5.37379217977617e-04 1.43609143760480e-02 2.52569182057812e-31 -1.89189585797038e-25 6.92740683251124e-24 1.00032191846943e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
142 5.21296200000001e-09 7.55204019433894e-10 -5.45028164106879e-04 1.46399996856577e-02 2.54107412318547e-31 -1.90531017523599e-25 6.92737006762464e-24 1.00032191846943e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
143 5.24967300000001e-09 7.65472300688017e-10 -5.52731152663601e-04 1.49190835088588e-02 2.55745025026762e-31 -1.91872442064295e-25 6.92733304196023e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
144 5.28638400000001e-09 7.75810537941702e-10 -5.60488183356745e-04 1.51981658351454e-02 2.57428785298599e-31 -1.93213859374642e-25 6.92729575734978e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
145 5.32309500000001e-09 7.86214487278522e-10 -5.68299255894773e-04 1.54772466541590e-02 2.59003367588459e-31 -1.94555269426168e-25 6.92725821379453e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
146 5.35980600000001e-09 7.96679595657440e-10 -5.76164369984339e-04 1.57563259553937e-02 2.60563360381371e-31 -1.95896672154615e-25 6.92722040946376e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
147 5.39651700000001e-09 8.07209240578586e-10 -5.84083525328738e-04 1.60354037283436e-02 2.62261144806389e-31 -1.97238067480225e-25 6.92718234619403e-24 1.00032191846936e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
148 5.43322800000001e-09 8.17811147028835e-10 -5.92056721628201e-04 1.63144799626508e-02 2.63940890349328e-31 -1.98579455384072e-25 6.92714402398657e-24 1.00032191846947e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
149 5.46993900000001e-09 8.28476136548043e-10 -6.00083958584484e-04 1.65935546478093e-02 2.65491435254092e-31 -1.99920835839720e-25 6.92710544100538e-24 1.00032191846949e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
150 5.50665000000001e-09 8.39202977324086e-10 -6.08165235895699e-04 1.68726277733134e-02 2.67110467810990e-31 -2.01262208750877e-25 6.92706659724923e-24 1.00032191846941e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
151 5.54336100000001e-09 8.49998419525005e-10 -6.16300553255841e-04 1.71516993286571e-02 2.68803410348364e-31 -2.02603574064775e-25 6.92702749456380e-24 1.00032191846940e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
152 5.58007200000001e-09 8.60861668239875e-10 -6.24489910358775e-04 1.74307693034832e-02 2.70413524225960e-31 -2.03944931774553e-25 6.92698813295023e-24 1.00032191846947e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
153 5.61678300000001e-09 8.71786844504689e-10 -6.32733306897932e-04 1.77098376872860e-02 2.71977102649875e-31 -2.05286281819965e-25 6.92694851056225e-24 1.00032191846945e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
154 5.65349400000001e-09 8.82776077714185e-10 -6.41030742562329e-04 1.79889044695594e-02 2.73693549871257e-31 -2.06627624085535e-25 6.92690862739764e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
155 5.69020500000001e-09 8.93839555795162e-10 -6.49382217036094e-04 1.82679696397976e-02 2.75419374412576e-31 -2.07968958569060e-25 6.92686848531478e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
156 5.72691600000001e-09 9.04967846393354e-10 -6.57787730008072e-04 1.85470331876443e-02 2.76996602061539e-31 -2.09310285276058e-25 6.92682808431469e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
157 5.76362700000001e-09 9.16158408747958e-10 -6.66247281162818e-04 1.88260951025935e-02 2.78611244001187e-31 -2.10651604088608e-25 6.92678742253719e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
158 5.80033800000001e-09 9.27416798256225e-10 -6.74760870179689e-04 1.91051553741393e-02 2.80328934372681e-31 -2.11992914929080e-25 6.92674650185286e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
159 5.83704900000001e-09 9.38745762593144e-10 -6.83328496736988e-04 1.93842139919263e-02 2.81990431530386e-31 -2.13334217813265e-25 6.92670532226272e-24 1.00032191846934e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
160 5.87376000000001e-09 9.50138026345599e-10 -6.91950160515329e-04 1.96632709454486e-02 2.83572323987061e-31 -2.14675512701373e-25 6.92666388189374e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
161 5.91047100000001e-09 9.61594450820531e-10 -7.00625861189821e-04 1.99423262242001e-02 2.85277516923593e-31 -2.16016799450455e-25 6.92662218074183e-24 1.00032191846923e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
162 5.94718200000001e-09 9.73124109581170e-10 -7.09355598429559e-04 2.02213798176745e-02 2.87020629166318e-31 -2.17358078050083e-25 6.92658022069717e-24 1.00032191846919e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
163 5.98389300000001e-09 9.84720984392085e-10 -7.18139371908816e-04 2.05004317155178e-02 2.88640517862844e-31 -2.18699348528998e-25 6.92653800176065e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
164 6.02060400000001e-09 9.96381164817425e-10 -7.26977181298988e-04 2.07794819072240e-02 2.90265923576358e-31 -2.20040610772828e-25 6.92649552203825e-24 1.00032191846919e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
165 6.05731500000001e-09 1.00810900582373e-09 -7.35869026265143e-04 2.10585303822865e-02 2.92025574398582e-31 -2.21381864661308e-25 6.92645278343784e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
166 6.09402600000001e-09 1.01991096917225e-09 -7.44814906468992e-04 2.13375771303528e-02 2.93756492436211e-31 -2.22723110233917e-25 6.92640978596035e-24 1.00032191846932e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
167 6.13073700000001e-09 1.03177827797299e-09 -7.53814821578768e-04 2.16166221409165e-02 2.95372833262474e-31 -2.24064347488970e-25 6.92636652769330e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
168 6.16744800000001e-09 1.04371047711845e-09 -7.62868771256056e-04 2.18956654034711e-02 2.97082447960816e-31 -2.25405576254885e-25 6.92632300863047e-24 1.00032191846923e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
169 6.20415900000001e-09 1.05571553720847e-09 -7.71976755155266e-04 2.21747069075098e-02 2.98860311549900e-31 -2.26746796495722e-25 6.92627923070714e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
170 6.24087000000002e-09 1.06779098676105e-09 -7.81138772935091e-04 2.24537466426816e-02 3.00540796611757e-31 -2.28088008264486e-25 6.92623519392405e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
171 6.27758100000002e-09 1.07993145103547e-09 -7.90354824254195e-04 2.27327845984800e-02 3.02193314763388e-31 -2.29429211467510e-25 6.92619089633982e-24 1.00032191846925e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
