#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
52 1.90897200000000e-09 1.05640614416378e-10 -7.30924837583972e-05 -1.04823597004701e-02 1.00057769539448e-31 -6.97795664135067e-26 6.92963843941529e-24 1.00032191846920e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
53 1.94568300000000e-09 1.09706736795879e-10 -7.59307394494263e-05 -1.02031840198306e-02 1.01862259252211e-31 -7.11214342764999e-26 6.92962479658440e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
54 1.98239400000000e-09 1.13848111435367e-10 -7.88230552315478e-05 -9.92400889408092e-03 1.03796147788529e-31 -7.24632995803842e-26 6.92961089484155e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
55 2.01910500000000e-09 1.18070055848596e-10 -8.17694310007229e-05 -9.64483433356698e-03 1.05677245330708e-31 -7.38051621119280e-26 6.92959673418767e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
56 2.05581600000000e-09 1.22362998915715e-10 -8.47698666376018e-05 -9.36566034880442e-03 1.07435800411173e-31 -7.51470217584302e-26 6.92958231251997e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
57 2.09252700000000e-09 1.26726637963311e-10 -8.78243620290743e-05 -9.08648695030863e-03 1.09301150531239e-31 -7.64888786725800e-26 6.92956762984334e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
58 2.12923800000000e-09 1.31169880617955e-10 -9.09329170680935e-05 -8.80731414859481e-03 1.11219158741290e-31 -7.78307327558829e-26 6.92955268825086e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
59 2.16594900000000e-09 1.35688062150491e-10 -9.40955316336200e-05 -8.52814195400983e-03 1.13009119785416e-31 -7.91725837996109e-26 6.92953748774356e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
60 2.20266000000000e-09 1.40275529958214e-10 -9.73122056017722e-05 -8.24897037706878e-03 1.14772628477680e-31 -8.05144318422124e-26 6.92952202623444e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
61 2.23937100000000e-09 1.44935805259738e-10 -1.00582938854618e-04 -7.96979942828658e-03 1.16692731008124e-31 -8.18562769913247e-26 6.92950630580450e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
62 2.27608200000000e-09 1.49677984301145e-10 -1.03907731276956e-04 -7.69062911801078e-03 1.18589968821253e-31 -8.31981190421013e-26 6.92949032645477e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
63 2.31279300000000e-09 1.54491128523993e-10 -1.07286582734333e-04 -7.41145945675620e-03 1.20329089410396e-31 -8.45399578278984e-26 6.92947408611051e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
64 2.34950400000000e-09 1.59373436276031e-10 -1.10719493098128e-04 -7.13229045503746e-03 1.22136118669920e-31 -8.58817934910528e-26 6.92945758477700e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
65 2.38621500000000e-09 1.64332180914280e-10 -1.14206462245358e-04 -6.85312212336894e-03 1.24023918095090e-31 -8.72236259915550e-26 6.92944082451866e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
66 2.42292600000000e-09 1.69366597094585e-10 -1.17747490044184e-04 -6.57395447209903e-03 1.25814612355227e-31 -8.85654551296358e-26 6.92942380533661e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
67 2.45963700000000e-09 1.74469625964401e-10 -1.21342576355510e-04 -6.29478751174203e-03 1.27542245523609e-31 -8.99072808834426e-26 6.92940652517292e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
68 2.49634800000000e-09 1.79643245262559e-10 -1.24991721045749e-04 -6.01562125281205e-03 1.29430331161231e-31 -9.12491033870750e-26 6.92938898403302e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
69 2.53305900000000e-09 1.84898405622058e-10 -1.28694923986607e-04 -5.73645570582293e-03 1.31324655922226e-31 -9.25909224629550e-26 6.92937118396429e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
70 2.56977000000000e-09 1.90224659123924e-10 -1.32452185030195e-04 -5.45729088112392e-03 1.33048967867075e-31 -9.39327379167015e-26 6.92935312496795e-24 1.00032191846921e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
71 2.60648100000000e-09 1.95618754995467e-10 -1.36263504032542e-04 -5.17812678922878e-03 1.34803461208843e-31 -9.52745498608829e-26 6.92933480500327e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
72 2.64319200000000e-09 2.01086375859280e-10 -1.40128880854839e-04 -4.89896344065108e-03 1.36665912780523e-31 -9.66163583070023e-26 6.92931622610465e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
73 2.67990300000000e-09 2.06630537769361e-10 -1.44048315354049e-04 -4.61980084574076e-03 1.38461410350945e-31 -9.79581630652840e-26 6.92929738827328e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
74 2.71661400000000e-09 2.12242829888897e-10 -1.48021807376054e-04 -4.34063901501128e-03 1.40158515051695e-31 -9.92999640604097e-26 6.92927828948160e-24 1.00032191846925e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
75 2.75332500000000e-09 2.17923735101891e-10 -1.52049356771757e-04 -4.06147795897586e-03 1.41977172746313e-31 -1.00641761414099e-25 6.92925892973522e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
76 2.79003600000000e-09 2.23682564591762e-10 -1.56130963396851e-04 -3.78231768814752e-03 1.43830292718545e-31 -1.01983555007874e-25 6.92923931105100e-24 1.00032191846911e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
77 2.82674700000000e-09 2.29512783954664e-10 -1.60266627092697e-04 -3.50315821287706e-03 1.45544633219365e-31 -1.03325344657922e-25 6.92921943343021e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
78 2.86345800000000e-09 2.35409745512813e-10 -1.64456347700160e-04 -3.22399954367739e-03 1.47252678878459e-31 -1.04667130415474e-25 6.92919929486293e-24 1.00032191846912e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
79 2.90016900000000e-09 2.41377589740491e-10 -1.68700125064742e-04 -2.94484169106118e-03 1.49094940865881e-31 -1.06008912335430e-25 6.92917889735276e-24 1.00032191846915e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
80 2.93688000000000e-09 2.47422990572233e-10 -1.72997959031736e-04 -2.66568466537999e-03 1.50899539950052e-31 -1.07350690239041e-25 6.92915824090097e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
81 2.97359100000000e-09 2.53536239405232e-10 -1.77349849432225e-04 -2.38652847714638e-03 1.52571724449082e-31 -1.08692464005505e-25 6.92913732351099e-24 1.00032191846927e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
82 3.01030200000000e-09 2.59716375607971e-10 -1.81755796101778e-04 -2.10737313687269e-03 1.54327818467461e-31 -1.10034233742990e-25 6.92911614518853e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
83 3.04701300000000e-09 2.65971120776579e-10 -1.86215798880194e-04 -1.82821865507102e-03 1.56145701894667e-31 -1.11375999384531e-25 6.92909470791954e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
84 3.08372400000000e-09 2.72297731963471e-10 -1.90729857597653e-04 -1.54906504209379e-03 1.57855175015383e-31 -1.12717760757917e-25 6.92907301170534e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
85 3.12043500000000e-09 2.78690217013809e-10 -1.95297972080062e-04 -1.26991230845299e-03 1.59523170094038e-31 -1.14059517860496e-25 6.92905105456706e-24 1.00032191846921e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
86 3.15714600000000e-09 2.85151226011394e-10 -1.99920142157397e-04 -9.90760464660400e-04 1.61350752678506e-31 -1.15401270781297e-25 6.92902883847746e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
87 3.19385700000000e-09 2.91690967550289e-10 -2.04596367662745e-04 -7.11609521069154e-04 1.63169076617426e-31 -1.16743019353636e-25 6.92900636343786e-24 1.00032191846939e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
88 3.23056800000000e-09 2.98298487026020e-10 -2.09326648412636e-04 -4.32459488190912e-04 1.64822250968642e-31 -1.18084763420352e-25 6.92898362748262e-24 1.00032191846942e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
89 3.26727900000000e-09 3.04971432203426e-10 -2.14110984227502e-04 -1.53310376537097e-04 1.66523000749597e-31 -1.19426503074893e-25 6.92896063061744e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
90 3.30399000000000e-09 3.11715988682458e-10 -2.18949374931402e-04 1.25837803381092e-04 1.68312004263911e-31 -1.20768238293071e-25 6.92893737479771e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
91 3.34070100000000e-09 3.18533081860493e-10 -2.23841820342828e-04 4.04985041209684e-04 1.70022062195553e-31 -1.22109968915310e-25 6.92891386002482e-24 1.00032191846944e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
92 3.37741200000000e-09 3.25415425342082e-10 -2.28788320272964e-04 6.84131326437594e-04 1.71656737532025e-31 -1.23451694893676e-25 6.92889008435042e-24 1.00032191846942e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
93 3.41412300000000e-09 3.32364231610417e-10 -2.33788874536449e-04 9.63276648553964e-04 1.73426207051466e-31 -1.24793416310207e-25 6.92886604778014e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
94 3.45083400000000e-09 3.39389149151455e-10 -2.38843482951079e-04 1.24242099704816e-03 1.75213956687751e-31 -1.26135133041460e-25 6.92884175225238e-24 1.00032191846927e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
95 3.48754500000000e-09 3.46482002389868e-10 -2.43952145321549e-04 1.52156436156542e-03 1.76854397470006e-31 -1.27476844935280e-25 6.92881719776856e-24 1.00032191846932e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
96 3.52425600000000e-09 3.53639097568914e-10 -2.49114861453383e-04 1.80070673159521e-03 1.78507386010449e-31 -1.28818552038704e-25 6.92879238239722e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
97 3.56096700000000e-09 3.60865139474236e-10 -2.54331631155075e-04 2.07984809662724e-03 1.80274317258791e-31 -1.30160254360430e-25 6.92876730806440e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
98 3.59767800000000e-09 3.68164604192893e-10 -2.59602454232853e-04 2.35898844630608e-03 1.81990870644160e-31 -1.31501951754554e-25 6.92874197477152e-24 1.00032191846939e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
99 3.63438900000000e-09 3.75528956468481e-10 -2.64927330483443e-04 2.63812777012155e-03 1.83599338261159e-31 -1.32843644137614e-25 6.92871638059946e-24 1.00032191846939e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
100 3.67110000000000e-09 3.82958022604469e-10 -2.70306259706357e-04 2.91726605756369e-03 1.85306538234090e-31 -1.34185331574901e-25 6.92869052555360e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
101 3.70781100000000e-09 3.90459931604124e-10 -2.75739241703581e-04 3.19640329812274e-03 1.87058766766208e-31 -1.35527013986005e-25 6.92866441154405e-24 1.00032191846927e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
102 3.74452200000000e-09 3.98030182616233e-10 -2.81226276268153e-04 3.47553948144255e-03 1.88693209329371e-31 -1.36868691233018e-25 6.92863803857224e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
103 3.78123300000000e-09 4.05663785950603e-10 -2.86767363190932e-04 3.75467459701349e-03 1.90306412577334e-31 -1.38210363317020e-25 6.92861140473479e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
104 3.81794400000000e-09 4.13364019950974e-10 -2.92362502265054e-04 4.03380863432614e-03 1.92058619586316e-31 -1.39552030268547e-25 6.92858451193043e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
105 3.85465500000000e-09 4.21138806427249e-10 -2.98011693283844e-04 4.31294158302375e-03 1.93788180315774e-31 -1.40893691956405e-25 6.92855736016060e-24 1.00032191846945e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
106 3.89136600000000e-09 4.28978398857673e-10 -3.03714936029850e-04 4.59207343259702e-03 1.95378006828348e-31 -1.42235348272513e-25 6.92852994753318e-24 1.00032191846946e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
107 3.92807700000000e-09 4.36881284754267e-10 -3.09472230287700e-04 4.87120417253686e-03 1.97031824933937e-31 -1.43576999264249e-25 6.92850227405321e-24 1.00032191846939e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
108 3.96478800000000e-09 4.44854132693369e-10 -3.15283575843759e-04 5.15033379233435e-03 1.98756764480396e-31 -1.44918644883710e-25 6.92847434160503e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
109 4.00149900000000e-09 4.52896004670671e-10 -3.21148972478799e-04 5.42946228163213e-03 2.00392526135276e-31 -1.46260285008269e-25 6.92844615019010e-24 1.00032191846946e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
110 4.03821000000000e-09 4.61000653229596e-10 -3.27068419969292e-04 5.70858962992142e-03 2.01974366790693e-31 -1.47601919603441e-25 6.92841769793038e-24 1.00032191846943e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
111 4.07492100000000e-09 4.69169981171052e-10 -3.33041918093240e-04 5.98771582669363e-03 2.03703993161132e-31 -1.48943548702881e-25 6.92838898483056e-24 1.00032191846932e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
