#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
59 2.16594900000000e-09 1.27797144694141e-10 -9.39941146626963e-04 -8.56359230456423e-03 1.04424981452717e-31 -7.90020521209074e-25 6.88481122763676e-24 1.00032191846904e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
60 2.20266000000000e-09 1.32039608879958e-10 -9.72037423915054e-04 -8.28625326060985e-03 1.06236243721504e-31 -8.03350897336242e-25 6.88326851085599e-24 1.00032191846899e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
61 2.23937100000000e-09 1.36357073170634e-10 -1.00467068473271e-03 -8.00897688841033e-03 1.08265091816429e-31 -8.16678263025552e-25 6.88169998259188e-24 1.00032191846885e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
62 2.27608200000000e-09 1.40763010705790e-10 -1.03784080687463e-03 -7.73176422772182e-03 1.10293984242972e-31 -8.30002568182824e-25 6.88010565090661e-24 1.00032191846881e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
63 2.31279300000000e-09 1.45243951917800e-10 -1.07154766594559e-03 -7.45461631788403e-03 1.12097525984228e-31 -8.43323760763792e-25 6.87848552180189e-24 1.00032191846887e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
64 2.34950400000000e-09 1.49795208863439e-10 -1.10579113554666e-03 -7.17753419816958e-03 1.13898982882518e-31 -8.56641791025545e-25 6.87683959919573e-24 1.00032191846882e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
65 2.38621500000000e-09 1.54421301500827e-10 -1.14057108727471e-03 -6.90051890760238e-03 1.15778348080410e-31 -8.69956609089712e-25 6.87516789133628e-24 1.00032191846885e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
66 2.42292600000000e-09 1.59123987291383e-10 -1.17588739071198e-03 -6.62357148479058e-03 1.17561324993729e-31 -8.83268164886043e-25 6.87347040449710e-24 1.00032191846896e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
67 2.45963700000000e-09 1.63893742339248e-10 -1.21173991342078e-03 -6.34669296825260e-03 1.19217693259644e-31 -8.96576408473671e-25 6.87174714301818e-24 1.00032191846897e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
68 2.49634800000000e-09 1.68729889116284e-10 -1.24812852095949e-03 -6.06988439624680e-03 1.20960841901240e-31 -9.09881290091330e-25 6.86999811339968e-24 1.00032191846888e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
69 2.53305900000000e-09 1.73640097432953e-10 -1.28505307688094e-03 -5.79314680676784e-03 1.22721289151890e-31 -9.23182759799586e-25 6.86822332413058e-24 1.00032191846886e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
70 2.56977000000000e-09 1.78618091304957e-10 -1.32251344271971e-03 -5.51648123739019e-03 1.24338320235031e-31 -9.36480767632140e-25 6.86642278186882e-24 1.00032191846892e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
71 2.60648100000000e-09 1.83658591035657e-10 -1.36050947800250e-03 -5.23988872557204e-03 1.25925416979429e-31 -9.49775263780984e-25 6.86459649146782e-24 1.00032191846889e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
72 2.64319200000000e-09 1.88764464378371e-10 -1.39904104025072e-03 -4.96337030849671e-03 1.27635246774168e-31 -9.63066198440555e-25 6.86274446163792e-24 1.00032191846893e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
73 2.67990300000000e-09 1.93942732729621e-10 -1.43810798497806e-03 -4.68692702292068e-03 1.29313962712331e-31 -9.76353521729869e-25 6.86086669932665e-24 1.00032191846904e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
74 2.71661400000000e-09 1.99183867710544e-10 -1.47771016568666e-03 -4.41055990546744e-03 1.30855314208639e-31 -9.89637183800003e-25 6.85896320973313e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
75 2.75332500000000e-09 2.04486329633624e-10 -1.51784743387375e-03 -4.13426999247446e-03 1.32456510696748e-31 -1.00291713486369e-24 6.85703400000164e-24 1.00032191846899e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
76 2.79003600000000e-09 2.09856480164560e-10 -1.55851963902991e-03 -3.85805831998960e-03 1.34135368231627e-31 -1.01619332511703e-24 6.85507907919610e-24 1.00032191846898e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
77 2.82674700000000e-09 2.15294215134929e-10 -1.59972662863947e-03 -3.58192592362011e-03 1.35740440693017e-31 -1.02946570479427e-24 6.85309845464697e-24 1.00032191846905e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
78 2.86345800000000e-09 2.20793693520350e-10 -1.64146824818304e-03 -3.30587383882319e-03 1.37299240453060e-31 -1.04273422412551e-24 6.85109213194604e-24 1.00032191846903e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
79 2.90016900000000e-09 2.26357027947060e-10 -1.68374434113486e-03 -3.02990310075544e-03 1.39012252267368e-31 -1.05599883328778e-24 6.84906011859895e-24 1.00032191846890e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
80 2.93688000000000e-09 2.31994531342557e-10 -1.72655474896106e-03 -2.75401474426930e-03 1.40763392911941e-31 -1.06925948258757e-24 6.84700242410459e-24 1.00032191846885e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
81 2.97359100000000e-09 2.37698962989432e-10 -1.76989931113193e-03 -2.47820980375610e-03 1.42395916337994e-31 -1.08251612238071e-24 6.84491905617510e-24 1.00032191846888e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
82 3.01030200000000e-09 2.43468006086199e-10 -1.81377786511340e-03 -2.20248931344688e-03 1.44076474251882e-31 -1.09576870287157e-24 6.84281002070834e-24 1.00032191846881e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
83 3.04701300000000e-09 2.49307847787492e-10 -1.85819024636361e-03 -1.92685430725765e-03 1.45920514725769e-31 -1.10901717428235e-24 6.84067532759391e-24 1.00032191846881e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
84 3.08372400000000e-09 2.55225473458447e-10 -1.90313628833770e-03 -1.65130581862269e-03 1.47760494571347e-31 -1.12226148706787e-24 6.83851498483320e-24 1.00032191846890e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
85 3.12043500000000e-09 2.61213570550976e-10 -1.94861582250160e-03 -1.37584488081333e-03 1.49528984176024e-31 -1.13550159162498e-24 6.83632899849200e-24 1.00032191846888e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
86 3.15714600000000e-09 2.67273691325270e-10 -1.99462867831381e-03 -1.10047252677499e-03 1.51456844121404e-31 -1.14873743810241e-24 6.83411737670110e-24 1.00032191846874e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
87 3.19385700000000e-09 2.73417124701041e-10 -2.04117468322349e-03 -8.25189789123838e-04 1.53459129755599e-31 -1.16196897888809e-24 6.83188012991732e-24 1.00032191846872e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
88 3.23056800000000e-09 2.79638578568617e-10 -2.08825366285291e-03 -5.49997699962979e-04 1.55291602670756e-31 -1.17519616440806e-24 6.82961726654458e-24 1.00032191846882e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
89 3.26727900000000e-09 2.85929662468722e-10 -2.13586544065668e-03 -2.74897291231270e-04 1.57030886582576e-31 -1.18841894306289e-24 6.82732879292155e-24 1.00032191846881e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
90 3.30399000000000e-09 2.92291258206567e-10 -2.18400983809957e-03 1.10405478961731e-07 1.58897000345345e-31 -1.20163726543694e-24 6.82501471967479e-24 1.00032191846888e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
91 3.34070100000000e-09 2.98732703224296e-10 -2.23268667465459e-03 2.75024359084982e-04 1.60722737635386e-31 -1.21485108183730e-24 6.82267505548886e-24 1.00032191846903e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
92 3.37741200000000e-09 3.05241406767086e-10 -2.28189576778241e-03 5.49843538694230e-04 1.62344789521240e-31 -1.22806034259781e-24 6.82030980715796e-24 1.00032191846908e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
93 3.41412300000000e-09 3.11813547747339e-10 -2.33163693295431e-03 8.24566913771499e-04 1.63973755316065e-31 -1.24126499831292e-24 6.81791898359417e-24 1.00032191846903e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
94 3.45083400000000e-09 3.18453504337167e-10 -2.38190998365011e-03 1.09919345414231e-03 1.65682305045148e-31 -1.25446499948823e-24 6.81550259564110e-24 1.00032191846905e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
95 3.48754500000000e-09 3.25163310797364e-10 -2.43271473135319e-03 1.37372213014509e-03 1.67317897793006e-31 -1.26766029657409e-24 6.81306065236306e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
96 3.52425600000000e-09 3.31935054397424e-10 -2.48405098555077e-03 1.64815191233571e-03 1.68856332846776e-31 -1.28085084008587e-24 6.81059316106727e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
97 3.56096700000000e-09 3.38768819438654e-10 -2.53591855373913e-03 1.92248177164145e-03 1.70494993339041e-31 -1.29403658057642e-24 6.80810013101390e-24 1.00032191846905e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
98 3.59767800000000e-09 3.45672597230810e-10 -2.58831724142133e-03 2.19671067936432e-03 1.72182854407677e-31 -1.30721746859846e-24 6.80558157338344e-24 1.00032191846902e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
99 3.63438900000000e-09 3.52642360774244e-10 -2.64124685210950e-03 2.47083760733239e-03 1.73770662127826e-31 -1.32039345475203e-24 6.80303749761848e-24 1.00032191846907e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
100 3.67110000000000e-09 3.59674075323600e-10 -2.69470718732619e-03 2.74486152760848e-03 1.75358225629809e-31 -1.33356448961259e-24 6.80046791141326e-24 1.00032191846902e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
101 3.70781100000000e-09 3.66771755946487e-10 -2.74869804660126e-03 3.01878141264070e-03 1.77125966402062e-31 -1.34673052370514e-24 6.79787282629378e-24 1.00032191846905e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
102 3.74452200000000e-09 3.73945905262410e-10 -2.80321922747089e-03 3.29259623542051e-03 1.78918057238303e-31 -1.35989150775028e-24 6.79525225199052e-24 1.00032191846915e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
103 3.78123300000000e-09 3.81187982645235e-10 -2.85827052549415e-03 3.56630496918003e-03 1.80600673274209e-31 -1.37304739248496e-24 6.79260619640010e-24 1.00032191846915e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
104 3.81794400000000e-09 3.88497707847657e-10 -2.91385173423796e-03 3.83990658754708e-03 1.82388503515072e-31 -1.38619812843222e-24 6.78993466938411e-24 1.00032191846905e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
105 3.85465500000000e-09 3.95883838695231e-10 -2.96996264527482e-03 4.11340006454838e-03 1.84345677540424e-31 -1.39934366622442e-24 6.78723768305507e-24 1.00032191846902e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
106 3.89136600000000e-09 4.03351262147197e-10 -3.02660304819394e-03 4.38678437478760e-03 1.86261055682285e-31 -1.41248395858930e-24 6.78451524750975e-24 1.00032191846912e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
107 3.92807700000000e-09 4.10891723563374e-10 -3.08377273075871e-03 4.66005849310490e-03 1.88051032409152e-31 -1.42561895629367e-24 6.78176737081764e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
108 3.96478800000000e-09 4.18503373432048e-10 -3.14147147859151e-03 4.93322139475443e-03 1.89903968824778e-31 -1.43874860822430e-24 6.77899406333248e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
109 4.00149900000000e-09 4.26193134208158e-10 -3.19969907533731e-03 5.20627205541051e-03 1.91744884800469e-31 -1.45187286507371e-24 6.77619533749179e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
110 4.03821000000000e-09 4.33953114896251e-10 -3.25845530264565e-03 5.47920945132934e-03 1.93409115423033e-31 -1.46499167750245e-24 6.77337120379518e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
111 4.07492100000000e-09 4.41776970164018e-10 -3.31773994018582e-03 5.75203255903126e-03 1.95019742173117e-31 -1.47810499639850e-24 6.77052167086359e-24 1.00032191846912e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
112 4.11163200000000e-09 4.49666726240435e-10 -3.37755276565029e-03 6.02474035546717e-03 1.96746889855720e-31 -1.49121277265325e-24 6.76764675127262e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
113 4.14834300000000e-09 4.57629745508298e-10 -3.43789355475151e-03 6.29733181817060e-03 1.98440270933763e-31 -1.50431495706056e-24 6.76474645580825e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
114 4.18505400000000e-09 4.65655944858719e-10 -3.49876208121704e-03 6.56980592496152e-03 1.99983237273565e-31 -1.51741150045890e-24 6.76182079349516e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
115 4.22176500000000e-09 4.73743287813561e-10 -3.56015811679828e-03 6.84216165410071e-03 2.01573985093884e-31 -1.53050235376441e-24 6.75886977531264e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
116 4.25847600000000e-09 4.81897660818181e-10 -3.62208143126787e-03 7.11439798429279e-03 2.03265858058622e-31 -1.54358746787381e-24 6.75589341416526e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
117 4.29518700000000e-09 4.90121325531607e-10 -3.68453179242078e-03 7.38651389483824e-03 2.04911379052885e-31 -1.55666679375892e-24 6.75289172121343e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
118 4.33189800000000e-09 4.98408285509599e-10 -3.74750896607912e-03 7.65850836534091e-03 2.06507956065263e-31 -1.56974028238447e-24 6.74986470585522e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
