#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
10 3.67110000000000e-10 3.93356763213721e-12 -2.70305892248048e-05 -2.22082729620900e-02 1.93680350404280e-32 -1.34185148889170e-25 6.92869052635846e-24 1.00032191846904e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
11 4.03821000000000e-10 4.75257165075618e-12 -3.27067984924757e-05 -2.19291405616943e-02 2.13622421620755e-32 -1.47601726806071e-25 6.92841769804772e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
12 4.40532000000000e-10 5.65481886052436e-12 -3.89235136595593e-05 -2.16500196760608e-02 2.33014318146670e-32 -1.61017751193313e-25 6.92811889113346e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
13 4.77243000000000e-10 6.63007204747828e-12 -4.56807114048106e-05 -2.13709113518608e-02 2.51052222491903e-32 -1.74433171665296e-25 6.92779410456780e-24 1.00032191846919e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
14 5.13954000000000e-10 7.67765870605617e-12 -5.29783663893507e-05 -2.10918166357185e-02 2.70092458051997e-32 -1.87847938137013e-25 6.92744333957951e-24 1.00032191846908e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
15 5.50665000000000e-10 8.80632757193550e-12 -6.08164512563641e-05 -2.08127365742062e-02 2.89653614929583e-32 -2.01262000258750e-25 6.92706659962478e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
16 5.87376000000000e-10 1.00115272050728e-11 -6.91949366101527e-05 -2.05336722136695e-02 3.07881638578058e-32 -2.14675307562323e-25 6.92666388611770e-24 1.00032191846913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
17 6.24087000000000e-10 1.12870673958717e-11 -7.81137910272896e-05 -2.02546246005671e-02 3.25730016756128e-32 -2.28087809836832e-25 6.92623519844090e-24 1.00032191846910e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
18 6.60798000000000e-10 1.26360793808710e-11 -8.75729810664487e-05 -1.99755947812941e-02 3.45132204592871e-32 -2.41499456958808e-25 6.92578054030852e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
19 6.97509000000000e-10 1.40679516616911e-11 -9.75724712656112e-05 -1.96965838020099e-02 3.64270969844257e-32 -2.54910198479585e-25 6.92529991342651e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
20 7.34220000000000e-10 1.55711732233291e-11 -1.08112224118415e-04 -1.94175927089724e-02 3.81696279970046e-32 -2.68319983983070e-25 6.92479331750576e-24 1.00032191846930e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
21 7.70931000000000e-10 1.71434490078239e-11 -1.19192200100680e-04 -1.91386225483640e-02 3.99671692501909e-32 -2.81728763377630e-25 6.92426075446069e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
22 8.07642000000000e-10 1.87915064938304e-11 -1.30812357669939e-04 -1.88596743662884e-02 4.18411642464802e-32 -2.95136486398119e-25 6.92370222834335e-24 1.00032191846923e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
23 8.44353000000000e-10 2.05147784221232e-11 -1.42972653252002e-04 -1.85807492086017e-02 4.36150008555756e-32 -3.08543102626385e-25 6.92311774124978e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
24 8.81064000000000e-10 2.23057618434877e-11 -1.55673041241829e-04 -1.83018481212385e-02 4.53130734253513e-32 -3.21948561808920e-25 6.92250729333353e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
25 9.17775000000000e-10 2.41658550602221e-11 -1.68913474016166e-04 -1.80229721500426e-02 4.71537587398610e-32 -3.35352813842900e-25 6.92187088689929e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
26 9.54486000000000e-10 2.61051507156042e-11 -1.82693901932967e-04 -1.77441223407628e-02 4.89968376489276e-32 -3.48755808357228e-25 6.92120852633308e-24 1.00032191846913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
27 9.91197000000000e-10 2.81137490289563e-11 -1.97014273310430e-04 -1.74652997388897e-02 5.06711419835473e-32 -3.62157494970391e-25 6.92052021412058e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
28 1.02790800000000e-09 3.01879508599537e-11 -2.11874534446890e-04 -1.71865053899719e-02 5.23600051767238e-32 -3.75557823558910e-25 6.91980595086038e-24 1.00032191846912e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
29 1.06461900000000e-09 3.23326284211574e-11 -2.27274629621958e-04 -1.69077403394515e-02 5.41492350633846e-32 -3.88956743927979e-25 6.91906574118897e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
30 1.10133000000000e-09 3.45509964926137e-11 -2.43214501089622e-04 -1.66290056325035e-02 5.58720773039285e-32 -4.02354205729046e-25 6.91829958788365e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
31 1.13804100000000e-09 3.68344911452230e-11 -2.59694089072535e-04 -1.63503023143464e-02 5.74872372811080e-32 -4.15750158697462e-25 6.91750749187612e-24 1.00032191846924e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
32 1.17475200000000e-09 3.91829998673503e-11 -2.76713331774722e-04 -1.60716314300802e-02 5.92021442586337e-32 -4.29144552718252e-25 6.91668945615102e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
33 1.21146300000000e-09 4.16046722317958e-11 -2.94272165380849e-04 -1.57929940246826e-02 6.09486834610991e-32 -4.42537337524971e-25 6.91584548568186e-24 1.00032191846912e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
34 1.24817400000000e-09 4.40939074153526e-11 -3.12370524044822e-04 -1.55143911428531e-02 6.25651783822374e-32 -4.55928462816740e-25 6.91497558363489e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
35 1.28488500000000e-09 4.66458279928637e-11 -3.31008339898192e-04 -1.52358238293143e-02 6.41619264253020e-32 -4.69317878432527e-25 6.91407975138054e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
36 1.32159600000000e-09 4.92637202953550e-11 -3.50185543053249e-04 -1.49572931286551e-02 6.58848594017052e-32 -4.82705534220983e-25 6.91315799415089e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
37 1.35830700000000e-09 5.19544652752654e-11 -3.69902061600695e-04 -1.46788000851766e-02 6.75758224530503e-32 -4.96091379922764e-25 6.91221031540372e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
38 1.39501800000000e-09 5.47086060205554e-11 -3.90157821603056e-04 -1.44003457431893e-02 6.91322540714293e-32 -5.09475365306356e-25 6.91123671683216e-24 1.00032191846930e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
39 1.43172900000000e-09 5.75247596450597e-11 -4.10952747103738e-04 -1.41219311468576e-02 7.07531485378724e-32 -5.22857440242481e-25 6.91023720209574e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
40 1.46844000000000e-09 6.04095030944242e-11 -4.32286760126130e-04 -1.38435573401971e-02 7.24375512939531e-32 -5.36237554546558e-25 6.90921177678261e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
41 1.50515100000000e-09 6.33613765694482e-11 -4.54159780670108e-04 -1.35652253669223e-02 7.40304386025021e-32 -5.49615658017986e-25 6.90816044473868e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
42 1.54186200000000e-09 6.63744660611294e-11 -4.76571726714033e-04 -1.32869362707386e-02 7.55748229870839e-32 -5.62991700498467e-25 6.90708320807270e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
43 1.57857300000000e-09 6.94507774813324e-11 -4.99522514216385e-04 -1.30086910951906e-02 7.72669271418205e-32 -5.76365631838499e-25 6.90598007082675e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
44 1.61528400000000e-09 7.26002073596086e-11 -5.23012057114756e-04 -1.27304908836581e-02 7.89638841557269e-32 -5.89737401883203e-25 6.90485103896438e-24 1.00032191846910e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
45 1.65199500000000e-09 7.58132501829365e-11 -5.47040267326490e-04 -1.24523366792052e-02 8.05119522613891e-32 -6.03106960496912e-25 6.90369611671891e-24 1.00032191846913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
46 1.68870600000000e-09 7.90874148202459e-11 -5.71607054749384e-04 -1.21742295248706e-02 8.20965445446835e-32 -6.16474257534961e-25 6.90251530659248e-24 1.00032191846906e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
47 1.72541700000000e-09 8.24281353186711e-11 -5.96712327260482e-04 -1.18961704635168e-02 8.37837503266660e-32 -6.29839242857188e-25 6.90130861484811e-24 1.00032191846907e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
48 1.76212800000000e-09 8.58382456588119e-11 -6.22355990717631e-04 -1.16181605376778e-02 8.54190123320335e-32 -6.43201866382978e-25 6.90007604601032e-24 1.00032191846915e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
49 1.79883900000000e-09 8.93107265180695e-11 -6.48537948962515e-04 -1.13402007898516e-02 8.69791108443097e-32 -6.56562078011907e-25 6.89881760285835e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
50 1.83555000000000e-09 9.28465409608175e-11 -6.75258103816247e-04 -1.10622922623483e-02 8.86642525950629e-32 -6.69919827575362e-25 6.89753329009888e-24 1.00032191846903e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
51 1.87226100000000e-09 9.64548012146957e-11 -7.02516355078205e-04 -1.07844359972864e-02 9.03978072954257e-32 -6.83275065012753e-25 6.89622311442196e-24 1.00032191846900e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
52 1.90897200000000e-09 1.00130295899566e-10 -7.30312600535963e-04 -1.05066330364373e-02 9.20213786444398e-32 -6.96627740319542e-25 6.89488708073848e-24 1.00032191846904e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
53 1.94568300000000e-09 1.03869374545899e-10 -7.58646735959665e-04 -1.02288844215237e-02 9.36575576736974e-32 -7.09977803367302e-25 6.89352519216411e-24 1.00032191846898e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
54 1.98239400000000e-09 1.07676703480312e-10 -7.87518655097897e-04 -9.95119119406579e-03 9.54506654786044e-32 -7.23325204006556e-25 6.89213745573667e-24 1.00032191846900e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
55 2.01910500000000e-09 1.11560260828290e-10 -8.16928249680105e-04 -9.67355439521946e-03 9.72364249038875e-32 -7.36669892296454e-25 6.89072387665817e-24 1.00032191846911e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
56 2.05581600000000e-09 1.15511476372593e-10 -8.46875409430769e-04 -9.39597506608562e-03 9.89151215651297e-32 -7.50011818266105e-25 6.88928445826954e-24 1.00032191846911e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
57 2.09252700000000e-09 1.19530293805554e-10 -8.77360022053043e-04 -9.11845424755092e-03 1.00703685000012e-31 -7.63350931726216e-25 6.88781920593421e-24 1.00032191846900e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
58 2.12923800000000e-09 1.23625621891322e-10 -9.08381973227434e-04 -8.84099298028410e-03 1.02598892995545e-31 -7.76687182658397e-25 6.88632812719421e-24 1.00032191846898e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
