#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
1510 5.54336099999993e-08 8.46240711145937e-08 -1.98640239948207e-02 2.25391480519408e-03 2.68783259074141e-30 1.80057478683697e-25 -1.95815268059154e-26 1.00000021992728e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1511 5.54703209999993e-08 8.47324268281731e-08 -1.98567668810850e-02 2.25312913866667e-03 2.68959325253177e-30 1.80095243347028e-25 -1.94091630653318e-26 1.00000021997341e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1512 5.55070319999993e-08 8.48408533674334e-08 -1.98495082521553e-02 2.25235041990200e-03 2.69134756172516e-30 1.80132674036767e-25 -1.92367264973653e-26 1.00000022001913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1513 5.55437429999993e-08 8.49493504790001e-08 -1.98422481214937e-02 2.25157865182199e-03 2.69309564928405e-30 1.80169770612446e-25 -1.90642177490445e-26 1.00000022006444e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1514 5.55804539999993e-08 8.50579179147816e-08 -1.98349865025677e-02 2.25081383732247e-03 2.69483764641312e-30 1.80206532934849e-25 -1.88916374676681e-26 1.00000022010935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1515 5.56171649999993e-08 8.51665554319786e-08 -1.98277234088508e-02 2.25005597927320e-03 2.69657368455831e-30 1.80242960866015e-25 -1.87189863008016e-26 1.00000022015384e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1516 5.56538759999993e-08 8.52752627930940e-08 -1.98204588538216e-02 2.24930508051782e-03 2.69830389540500e-30 1.80279054269239e-25 -1.85462648962760e-26 1.00000022019793e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1517 5.56905869999993e-08 8.53840397659425e-08 -1.98131928509644e-02 2.24856114387385e-03 2.70002841087743e-30 1.80314813009070e-25 -1.83734739021842e-26 1.00000022024161e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1518 5.57272979999993e-08 8.54928861236602e-08 -1.98059254137690e-02 2.24782417213272e-03 2.70174736313598e-30 1.80350236951314e-25 -1.82006139668797e-26 1.00000022028488e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1519 5.57640089999993e-08 8.56018016447139e-08 -1.97986565557303e-02 2.24709416805970e-03 2.70346088457549e-30 1.80385325963032e-25 -1.80276857389733e-26 1.00000022032774e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1520 5.58007199999993e-08 8.57107861129106e-08 -1.97913862903490e-02 2.24637113439391e-03 2.70516910782546e-30 1.80420079912542e-25 -1.78546898673312e-26 1.00000022037019e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1521 5.58374309999993e-08 8.58198393174074e-08 -1.97841146311306e-02 2.24565507384834e-03 2.70687216574627e-30 1.80454498669420e-25 -1.76816270010723e-26 1.00000022041223e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1522 5.58741419999993e-08 8.59289610527198e-08 -1.97768415915861e-02 2.24494598910979e-03 2.70857019142814e-30 1.80488582104500e-25 -1.75084977895659e-26 1.00000022045386e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1523 5.59108529999993e-08 8.60381511187318e-08 -1.97695671852316e-02 2.24424388283890e-03 2.71026331818943e-30 1.80522330089873e-25 -1.73353028824295e-26 1.00000022049508e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1524 5.59475639999993e-08 8.61474093207047e-08 -1.97622914255883e-02 2.24354875767012e-03 2.71195167957405e-30 1.80555742498890e-25 -1.71620429295258e-26 1.00000022053589e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1525 5.59842749999993e-08 8.62567354692861e-08 -1.97550143261826e-02 2.24286061621172e-03 2.71363540935145e-30 1.80588819206161e-25 -1.69887185809608e-26 1.00000022057630e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1526 5.60209859999993e-08 8.63661293805191e-08 -1.97477359005458e-02 2.24217946104574e-03 2.71531464151234e-30 1.80621560087555e-25 -1.68153304870812e-26 1.00000022061629e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1527 5.60576969999993e-08 8.64755908758511e-08 -1.97404561622142e-02 2.24150529472802e-03 2.71698951026780e-30 1.80653965020202e-25 -1.66418792984718e-26 1.00000022065587e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1528 5.60944079999993e-08 8.65851197821426e-08 -1.97331751247292e-02 2.24083811978818e-03 2.71866015004768e-30 1.80686033882492e-25 -1.64683656659536e-26 1.00000022069504e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1529 5.61311189999993e-08 8.66947159316761e-08 -1.97258928016368e-02 2.24017793872961e-03 2.72032669549753e-30 1.80717766554076e-25 -1.62947902405805e-26 1.00000022073380e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1530 5.61678299999993e-08 8.68043791621647e-08 -1.97186092064879e-02 2.23952475402944e-03 2.72198928147656e-30 1.80749162915869e-25 -1.61211536736377e-26 1.00000022077215e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1531 5.62045409999993e-08 8.69141093167604e-08 -1.97113243528384e-02 2.23887856813856e-03 2.72364804305594e-30 1.80780222850044e-25 -1.59474566166390e-26 1.00000022081009e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1532 5.62412519999993e-08 8.70239062440632e-08 -1.97040382542486e-02 2.23823938348161e-03 2.72530311551579e-30 1.80810946240039e-25 -1.57736997213241e-26 1.00000022084762e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1533 5.62779629999993e-08 8.71337697981288e-08 -1.96967509242837e-02 2.23760720245693e-03 2.72695463434269e-30 1.80841332970554e-25 -1.55998836396565e-26 1.00000022088473e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1534 5.63146739999993e-08 8.72436998384773e-08 -1.96894623765134e-02 2.23698202743662e-03 2.72860273522854e-30 1.80871382927554e-25 -1.54260090238209e-26 1.00000022092144e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1535 5.63513849999993e-08 8.73536962301013e-08 -1.96821726245120e-02 2.23636386076645e-03 2.73024755406887e-30 1.80901095998265e-25 -1.52520765262210e-26 1.00000022095773e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1536 5.63880959999993e-08 8.74637588434742e-08 -1.96748816818584e-02 2.23575270476594e-03 2.73188922695752e-30 1.80930472071180e-25 -1.50780867994765e-26 1.00000022099361e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1537 5.64248069999993e-08 8.75738875545578e-08 -1.96675895621359e-02 2.23514856172827e-03 2.73352789018495e-30 1.80959511036053e-25 -1.49040404964214e-26 1.00000022102908e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1538 5.64615179999993e-08 8.76840822448105e-08 -1.96602962789321e-02 2.23455143392032e-03 2.73516368023786e-30 1.80988212783907e-25 -1.47299382701011e-26 1.00000022106414e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1539 5.64982289999993e-08 8.77943428011950e-08 -1.96530018458393e-02 2.23396132358264e-03 2.73679673379416e-30 1.81016577207028e-25 -1.45557807737700e-26 1.00000022109878e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1540 5.65349399999993e-08 8.79046691161860e-08 -1.96457062764537e-02 2.23337823292946e-03 2.73842718772133e-30 1.81044604198969e-25 -1.43815686608892e-26 1.00000022113302e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1541 5.65716509999993e-08 8.80150610877778e-08 -1.96384095843760e-02 2.23280216414867e-03 2.74005517907408e-30 1.81072293654548e-25 -1.42073025851241e-26 1.00000022116684e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1542 5.66083619999993e-08 8.81255186194917e-08 -1.96311117832111e-02 2.23223311940180e-03 2.74168084509151e-30 1.81099645469850e-25 -1.40329832003417e-26 1.00000022120025e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1543 5.66450729999993e-08 8.82360416203836e-08 -1.96238128865681e-02 2.23167110082404e-03 2.74330432319443e-30 1.81126659542227e-25 -1.38586111606083e-26 1.00000022123324e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1544 5.66817839999993e-08 8.83466300050509e-08 -1.96165129080601e-02 2.23111611052420e-03 2.74492575098135e-30 1.81153335770300e-25 -1.36841871201872e-26 1.00000022126583e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1545 5.67184949999993e-08 8.84572836936400e-08 -1.96092118613044e-02 2.23056815058476e-03 2.74654526622641e-30 1.81179674053956e-25 -1.35097117335361e-26 1.00000022129800e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1546 5.67552059999993e-08 8.85680026118530e-08 -1.96019097599220e-02 2.23002722306176e-03 2.74816300687647e-30 1.81205674294351e-25 -1.33351856553047e-26 1.00000022132976e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1547 5.67919169999993e-08 8.86787866909548e-08 -1.95946066175383e-02 2.22949332998490e-03 2.74977911104952e-30 1.81231336393908e-25 -1.31606095403323e-26 1.00000022136110e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1548 5.68286279999993e-08 8.87896358677799e-08 -1.95873024477822e-02 2.22896647335748e-03 2.75139371703028e-30 1.81256660256320e-25 -1.29859840436451e-26 1.00000022139203e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1549 5.68653389999993e-08 8.89005500847391e-08 -1.95799972642868e-02 2.22844665515637e-03 2.75300696326687e-30 1.81281645786550e-25 -1.28113098204542e-26 1.00000022142255e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1550 5.69020499999993e-08 8.90115292898258e-08 -1.95726910806888e-02 2.22793387733207e-03 2.75461898836850e-30 1.81306292890830e-25 -1.26365875261529e-26 1.00000022145266e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1551 5.69387609999993e-08 8.91225734366226e-08 -1.95653839106287e-02 2.22742814180864e-03 2.75622993110202e-30 1.81330601476662e-25 -1.24618178163141e-26 1.00000022148235e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1552 5.69754719999993e-08 8.92336824843077e-08 -1.95580757677507e-02 2.22692945048371e-03 2.75783993039073e-30 1.81354571452817e-25 -1.22870013466883e-26 1.00000022151163e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1553 5.70121829999993e-08 8.93448563976610e-08 -1.95507666657025e-02 2.22643780522851e-03 2.75944912530816e-30 1.81378202729339e-25 -1.21121387732005e-26 1.00000022154049e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1554 5.70488939999993e-08 8.94560951470702e-08 -1.95434566181358e-02 2.22595320788780e-03 2.76105765507612e-30 1.81401495217542e-25 -1.19372307519486e-26 1.00000022156894e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1555 5.70856049999993e-08 8.95673987085363e-08 -1.95361456387055e-02 2.22547566027992e-03 2.76266565906211e-30 1.81424448830010e-25 -1.17622779392001e-26 1.00000022159698e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1556 5.71223159999993e-08 8.96787670636800e-08 -1.95288337410700e-02 2.22500516419675e-03 2.76427327677595e-30 1.81447063480601e-25 -1.15872809913903e-26 1.00000022162460e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1557 5.71590269999993e-08 8.97902001997471e-08 -1.95215209388914e-02 2.22454172140370e-03 2.76588064786623e-30 1.81469339084443e-25 -1.14122405651194e-26 1.00000022165181e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1558 5.71957379999993e-08 8.99016981096140e-08 -1.95142072458349e-02 2.22408533363973e-03 2.76748791211649e-30 1.81491275557937e-25 -1.12371573171504e-26 1.00000022167860e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1559 5.72324489999993e-08 9.00132607917930e-08 -1.95068926755693e-02 2.22363600261734e-03 2.76909520944299e-30 1.81512872818758e-25 -1.10620319044063e-26 1.00000022170498e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1560 5.72691599999993e-08 9.01248882504378e-08 -1.94995772417664e-02 2.22319373002252e-03 2.77070267989089e-30 1.81534130785851e-25 -1.08868649839681e-26 1.00000022173095e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1561 5.73058709999993e-08 9.02365804953485e-08 -1.94922609581016e-02 2.22275851751480e-03 2.77231046363056e-30 1.81555049379438e-25 -1.07116572130719e-26 1.00000022175650e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1562 5.73425819999993e-08 9.03483375419765e-08 -1.94849438382533e-02 2.22233036672722e-03 2.77391870095352e-30 1.81575628521010e-25 -1.05364092491067e-26 1.00000022178163e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1563 5.73792929999993e-08 9.04601594114294e-08 -1.94776258959029e-02 2.22190927926632e-03 2.77552753227125e-30 1.81595868133336e-25 -1.03611217496118e-26 1.00000022180635e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1564 5.74160039999993e-08 9.05720461304760e-08 -1.94703071447351e-02 2.22149525671213e-03 2.77713709810996e-30 1.81615768140457e-25 -1.01857953722745e-26 1.00000022183066e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1565 5.74527149999993e-08 9.06839977315502e-08 -1.94629875984376e-02 2.22108830061819e-03 2.77874753910642e-30 1.81635328467688e-25 -1.00104307749276e-26 1.00000022185455e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1566 5.74894259999993e-08 9.07960142527562e-08 -1.94556672707009e-02 2.22068841251150e-03 2.78035899600669e-30 1.81654549041621e-25 -9.83502861554700e-27 1.00000022187803e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1567 5.75261369999993e-08 9.09080957378723e-08 -1.94483461752188e-02 2.22029559389257e-03 2.78197160966123e-30 1.81673429790120e-25 -9.65958955224894e-27 1.00000022190109e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1568 5.75628479999993e-08 9.10202422363550e-08 -1.94410243256876e-02 2.21990984623536e-03 2.78358552102030e-30 1.81691970642326e-25 -9.48411424328795e-27 1.00000022192373e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
1569 5.75995589999993e-08 9.11324538033433e-08 -1.94337017358067e-02 2.21953117098732e-03 2.78520087113101e-30 1.81710171528656e-25 -9.30860334705416e-27 1.00000022194596e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
