timestamp_utc,F_drag_nN,V_min_V,P_at_Vmin_mW,P_at_100V_mW,P_at_200V_mW,P_at_300V_mW,feasible_at_300V
2024-01-01T12:00:00+00:00,6.5049,135.3,25.786,22.171,31.354,38.400,1
2024-01-01T12:05:00+00:00,5.2693,121.8,19.817,17.959,25.398,31.106,1
2024-01-01T12:10:00+00:00,4.0852,107.2,14.416,13.924,19.691,24.116,1
2024-01-01T12:15:00+00:00,3.2093,100.0,10.938,10.938,15.469,18.945,1
2024-01-01T12:20:00+00:00,2.7578,100.0,9.399,9.399,13.293,16.280,1
2024-01-01T12:25:00+00:00,2.6391,100.0,8.995,8.995,12.720,15.579,1
2024-01-01T12:30:00+00:00,2.6060,100.0,8.882,8.882,12.561,15.384,1
2024-01-01T12:35:00+00:00,2.4495,100.0,8.348,8.348,11.807,14.460,1
2024-01-01T12:40:00+00:00,2.1848,100.0,7.447,7.447,10.531,12.898,1
2024-01-01T12:45:00+00:00,2.0152,100.0,6.868,6.868,9.713,11.896,1
2024-01-01T12:50:00+00:00,2.1614,100.0,7.367,7.367,10.418,12.760,1
2024-01-01T12:55:00+00:00,2.7365,100.0,9.327,9.327,13.190,16.154,1
2024-01-01T13:00:00+00:00,3.6481,101.3,12.515,12.434,17.584,21.536,1
2024-01-01T13:05:00+00:00,4.6625,114.5,17.006,15.891,22.473,27.524,1
2024-01-01T13:10:00+00:00,5.6670,126.3,21.703,19.315,27.315,33.454,1
2024-01-01T13:15:00+00:00,6.6480,136.8,26.497,22.658,32.044,39.245,1
2024-01-01T13:20:00+00:00,7.4609,144.9,30.607,25.429,35.962,44.044,1
2024-01-01T13:25:00+00:00,7.7898,148.0,32.303,26.550,37.547,45.986,1
2024-01-01T13:30:00+00:00,7.4024,144.3,30.307,25.229,35.680,43.699,1
2024-01-01T13:35:00+00:00,6.4125,134.3,25.329,21.856,30.908,37.855,1
2024-01-01T13:40:00+00:00,5.1675,120.6,19.339,17.612,24.908,30.506,1
2024-01-01T13:45:00+00:00,4.0022,106.1,14.051,13.641,19.291,23.626,1
2024-01-01T13:50:00+00:00,3.1629,100.0,10.780,10.780,15.245,18.672,1
2024-01-01T13:55:00+00:00,2.7485,100.0,9.368,9.368,13.248,16.225,1
2024-01-01T14:00:00+00:00,2.6486,100.0,9.027,9.027,12.767,15.636,1
2024-01-01T14:05:00+00:00,2.6106,100.0,8.898,8.898,12.583,15.411,1
2024-01-01T14:10:00+00:00,2.4396,100.0,8.315,8.315,11.759,14.402,1
2024-01-01T14:15:00+00:00,2.1716,100.0,7.401,7.401,10.467,12.820,1
2024-01-01T14:20:00+00:00,2.0173,100.0,6.875,6.875,9.723,11.909,1
2024-01-01T14:25:00+00:00,2.1927,100.0,7.473,7.473,10.569,12.944,1
2024-01-01T14:30:00+00:00,2.7978,100.0,9.536,9.536,13.485,16.516,1
2024-01-01T14:35:00+00:00,3.7234,102.3,12.839,12.691,17.947,21.981,1
2024-01-01T14:40:00+00:00,4.7394,115.5,17.358,16.153,22.844,27.978,1
2024-01-01T14:45:00+00:00,5.7480,127.2,22.092,19.591,27.706,33.932,1
2024-01-01T14:50:00+00:00,6.7302,137.6,26.907,22.939,32.440,39.731,1
2024-01-01T14:55:00+00:00,7.5221,145.5,30.921,25.637,36.257,44.405,1
2024-01-01T15:00:00+00:00,7.7993,148.1,32.352,26.582,37.593,46.042,1
2024-01-01T15:05:00+00:00,7.3501,143.8,30.040,25.051,35.428,43.390,1
2024-01-01T15:10:00+00:00,6.3193,133.3,24.870,21.538,30.459,37.305,1
2024-01-01T15:15:00+00:00,5.0656,119.4,18.864,17.265,24.416,29.904,1
2024-01-01T15:20:00+00:00,3.9203,105.0,13.693,13.362,18.896,23.143,1
2024-01-01T15:25:00+00:00,3.1190,100.0,10.630,10.630,15.034,18.412,1
2024-01-01T15:30:00+00:00,2.7411,100.0,9.342,9.342,13.212,16.181,1
2024-01-01T15:35:00+00:00,2.6586,100.0,9.061,9.061,12.815,15.695,1
2024-01-01T15:40:00+00:00,2.6148,100.0,8.912,8.912,12.603,15.436,1
2024-01-01T15:45:00+00:00,2.4310,100.0,8.286,8.286,11.718,14.351,1
2024-01-01T15:50:00+00:00,2.1631,100.0,7.372,7.372,10.426,12.770,1
2024-01-01T15:55:00+00:00,2.0273,100.0,6.910,6.910,9.772,11.968,1
2024-01-01T16:00:00+00:00,2.2335,100.0,7.612,7.612,10.765,13.185,1
2024-01-01T16:05:00+00:00,2.8674,100.0,9.773,9.773,13.821,16.927,1
2024-01-01T16:10:00+00:00,3.8039,103.4,13.186,12.965,18.335,22.456,1
2024-01-01T16:15:00+00:00,4.8184,116.4,17.720,16.422,23.225,28.445,1
2024-01-01T16:20:00+00:00,5.8279,128.0,22.476,19.863,28.091,34.404,1
2024-01-01T16:25:00+00:00,6.8088,138.4,27.300,23.206,32.819,40.194,1
2024-01-01T16:30:00+00:00,7.5777,146.0,31.208,25.827,36.525,44.734,1
2024-01-01T16:35:00+00:00,7.8025,148.2,32.369,26.593,37.608,46.061,1
2024-01-01T16:40:00+00:00,7.2935,143.2,29.751,24.858,35.155,43.056,1
2024-01-01T16:45:00+00:00,6.2246,132.3,24.405,21.215,30.003,36.746,1
2024-01-01T16:50:00+00:00,4.9633,118.2,18.389,16.916,23.924,29.300,1
2024-01-01T16:55:00+00:00,3.8379,103.9,13.334,13.081,18.499,22.657,1
2024-01-01T17:00:00+00:00,3.0747,100.0,10.480,10.480,14.820,18.151,1
2024-01-01T17:05:00+00:00,2.7335,100.0,9.317,9.317,13.176,16.137,1
2024-01-01T17:10:00+00:00,2.6677,100.0,9.092,9.092,12.858,15.748,1
2024-01-01T17:15:00+00:00,2.6175,100.0,8.921,8.921,12.616,15.452,1
2024-01-01T17:20:00+00:00,2.4224,100.0,8.256,8.256,11.676,14.300,1
2024-01-01T17:25:00+00:00,2.1577,100.0,7.354,7.354,10.400,12.737,1
2024-01-01T17:30:00+00:00,2.0438,100.0,6.966,6.966,9.851,12.065,1
2024-01-01T17:35:00+00:00,2.2830,100.0,7.781,7.781,11.004,13.478,1
2024-01-01T17:40:00+00:00,2.9451,100.0,10.038,10.038,14.196,17.386,1
2024-01-01T17:45:00+00:00,3.8892,104.6,13.557,13.256,18.746,22.959,1
2024-01-01T17:50:00+00:00,4.8997,117.4,18.094,16.700,23.617,28.924,1
2024-01-01T17:55:00+00:00,5.9082,128.9,22.864,20.137,28.478,34.878,1
2024-01-01T18:00:00+00:00,6.8836,139.2,27.676,23.461,33.179,40.636,1
2024-01-01T18:05:00+00:00,7.6256,146.5,31.454,25.990,36.756,45.017,1
2024-01-01T18:10:00+00:00,7.7974,148.1,32.342,26.576,37.584,46.030,1
2024-01-01T18:15:00+00:00,7.2310,142.6,29.433,24.645,34.854,42.687,1
2024-01-01T18:20:00+00:00,6.1271,131.3,23.928,20.883,29.533,36.170,1
2024-01-01T18:25:00+00:00,4.8602,116.9,17.912,16.565,23.426,28.691,1
2024-01-01T18:30:00+00:00,3.7551,102.8,12.975,12.798,18.100,22.168,1
2024-01-01T18:35:00+00:00,3.0292,100.0,10.324,10.324,14.601,17.882,1
2024-01-01T18:40:00+00:00,2.7235,100.0,9.283,9.283,13.127,16.078,1
2024-01-01T18:45:00+00:00,2.6737,100.0,9.113,9.113,12.887,15.784,1
2024-01-01T18:50:00+00:00,2.6175,100.0,8.921,8.921,12.616,15.452,1
2024-01-01T18:55:00+00:00,2.4126,100.0,8.223,8.223,11.629,14.243,1
2024-01-01T19:00:00+00:00,2.1538,100.0,7.341,7.341,10.381,12.715,1
2024-01-01T19:05:00+00:00,2.0649,100.0,7.038,7.038,9.953,12.190,1
2024-01-01T19:10:00+00:00,2.3395,100.0,7.974,7.974,11.277,13.811,1
2024-01-01T19:15:00+00:00,3.0297,100.0,10.326,10.326,14.603,17.885,1
2024-01-01T19:20:00+00:00,3.9790,105.8,13.949,13.561,19.179,23.489,1
2024-01-01T19:25:00+00:00,4.9830,118.4,18.480,16.984,24.018,29.416,1
2024-01-01T19:30:00+00:00,5.9884,129.8,23.253,20.410,28.864,35.352,1
2024-01-01T19:35:00+00:00,6.9555,139.9,28.038,23.706,33.526,41.061,1
2024-01-01T19:40:00+00:00,7.6657,146.8,31.661,26.127,36.949,45.253,1
2024-01-01T19:45:00+00:00,7.7817,148.0,32.261,26.522,37.508,45.938,1
2024-01-01T19:50:00+00:00,7.1608,141.9,29.076,24.406,34.516,42.273,1
2024-01-01T19:55:00+00:00,6.0261,130.2,23.436,20.539,29.046,35.574,1
2024-01-01T20:00:00+00:00,4.7557,115.7,17.432,16.209,22.923,28.075,1
2024-01-01T20:05:00+00:00,3.6719,101.6,12.617,12.515,17.699,21.677,1
2024-01-01T20:10:00+00:00,2.9828,100.0,10.166,10.166,14.377,17.608,1
2024-01-01T20:15:00+00:00,2.7105,100.0,9.238,9.238,13.065,16.001,1
2024-01-01T20:20:00+00:00,2.6744,100.0,9.115,9.115,12.891,15.788,1
2024-01-01T20:25:00+00:00,2.6124,100.0,8.904,8.904,12.592,15.422,1
2024-01-01T20:30:00+00:00,2.4002,100.0,8.180,8.180,11.569,14.169,1
2024-01-01T20:35:00+00:00,2.1500,100.0,7.328,7.328,10.363,12.692,1
2024-01-01T20:40:00+00:00,2.0888,100.0,7.119,7.119,10.068,12.331,1
2024-01-01T20:45:00+00:00,2.4007,100.0,8.182,8.182,11.572,14.172,1
2024-01-01T20:50:00+00:00,3.1189,100.0,10.630,10.630,15.033,18.412,1
2024-01-01T20:55:00+00:00,4.0720,107.0,14.358,13.878,19.627,24.038,1
2024-01-01T21:00:00+00:00,5.0685,119.4,18.877,17.275,24.430,29.921,1
2024-01-01T21:05:00+00:00,6.0686,130.7,23.643,20.683,29.251,35.825,1
2024-01-01T21:10:00+00:00,7.0236,140.6,28.382,23.939,33.854,41.463,1
2024-01-01T21:15:00+00:00,7.6981,147.2,31.828,26.237,37.105,45.444,1
2024-01-01T21:20:00+00:00,7.7558,147.7,32.127,26.434,37.383,45.785,1
2024-01-01T21:25:00+00:00,7.0817,141.1,28.675,24.136,34.134,41.805,1
2024-01-01T21:30:00+00:00,5.9205,129.1,22.924,20.179,28.537,34.951,1
2024-01-01T21:35:00+00:00,4.6502,114.4,16.950,15.849,22.414,27.452,1
2024-01-01T21:40:00+00:00,3.5890,100.5,12.262,12.232,17.299,21.187,1
2024-01-01T21:45:00+00:00,2.9360,100.0,10.007,10.007,14.152,17.332,1
2024-01-01T21:50:00+00:00,2.6949,100.0,9.185,9.185,12.990,15.909,1
2024-01-01T21:55:00+00:00,2.6699,100.0,9.100,9.100,12.869,15.761,1
2024-01-01T22:00:00+00:00,2.6005,100.0,8.863,8.863,12.534,15.352,1
2024-01-01T22:05:00+00:00,2.3826,100.0,8.121,8.121,11.484,14.065,1
2024-01-01T22:10:00+00:00,2.1445,100.0,7.309,7.309,10.337,12.660,1
2024-01-01T22:15:00+00:00,2.1139,100.0,7.205,7.205,10.189,12.479,1
2024-01-01T22:20:00+00:00,2.4648,100.0,8.401,8.401,11.880,14.551,1
2024-01-01T22:25:00+00:00,3.2106,100.0,10.943,10.943,15.475,18.953,1
2024-01-01T22:30:00+00:00,4.1666,108.3,14.776,14.201,20.083,24.597,1
2024-01-01T22:35:00+00:00,5.1555,120.4,19.283,17.572,24.850,30.435,1
2024-01-01T22:40:00+00:00,6.1492,131.5,24.036,20.958,29.639,36.300,1
2024-01-01T22:45:00+00:00,7.0882,141.2,28.708,24.159,34.165,41.844,1
2024-01-01T22:50:00+00:00,7.7219,147.4,31.951,26.318,37.220,45.585,1
2024-01-01T22:55:00+00:00,7.7198,147.4,31.941,26.311,37.210,45.573,1
2024-01-01T23:00:00+00:00,6.9946,140.3,28.235,23.840,33.714,41.291,1
2024-01-01T23:05:00+00:00,5.8101,127.8,22.391,19.803,28.005,34.299,1
2024-01-01T23:10:00+00:00,4.5437,113.1,16.466,15.486,21.901,26.823,1
2024-01-01T23:15:00+00:00,3.5076,100.0,11.955,11.955,16.907,20.706,1
2024-01-01T23:20:00+00:00,2.8902,100.0,9.851,9.851,13.931,17.062,1
2024-01-01T23:25:00+00:00,2.6778,100.0,9.127,9.127,12.907,15.808,1
2024-01-01T23:30:00+00:00,2.6607,100.0,9.068,9.068,12.825,15.707,1
2024-01-01T23:35:00+00:00,2.5822,100.0,8.801,8.801,12.446,15.244,1
2024-01-01T23:40:00+00:00,2.3588,100.0,8.040,8.040,11.370,13.925,1
2024-01-01T23:45:00+00:00,2.1350,100.0,7.277,7.277,10.291,12.603,1
2024-01-01T23:50:00+00:00,2.1378,100.0,7.286,7.286,10.304,12.620,1
2024-01-01T23:55:00+00:00,2.5298,100.0,8.622,8.622,12.194,14.934,1
2024-01-02T00:00:00+00:00,3.3033,100.0,11.259,11.259,15.922,19.501,1
2024-01-02T00:05:00+00:00,3.7898,103.3,13.125,12.917,18.267,22.373,1
2024-01-02T00:10:00+00:00,4.7116,115.1,17.230,16.058,22.710,27.814,1
2024-01-02T00:15:00+00:00,5.6370,125.9,21.560,19.213,27.171,33.277,1
2024-01-02T00:20:00+00:00,6.5004,135.2,25.764,22.155,31.332,38.374,1
2024-01-02T00:25:00+00:00,7.0588,140.9,28.560,24.058,34.024,41.671,1
2024-01-02T00:30:00+00:00,7.0109,140.4,28.317,23.895,33.793,41.387,1
2024-01-02T00:35:00+00:00,6.2954,133.1,24.752,21.457,30.344,37.164,1
2024-01-02T00:40:00+00:00,5.1695,120.6,19.349,17.619,24.917,30.518,1
2024-01-02T00:45:00+00:00,3.9868,105.9,13.983,13.588,19.216,23.535,1
2024-01-02T00:50:00+00:00,3.0406,100.0,10.363,10.363,14.656,17.950,1
2024-01-02T00:55:00+00:00,2.4950,100.0,8.504,8.504,12.026,14.729,1
2024-01-02T01:00:00+00:00,2.3150,100.0,7.890,7.890,11.158,13.666,1
2024-01-02T01:05:00+00:00,2.2961,100.0,7.826,7.826,11.067,13.555,1
2024-01-02T01:10:00+00:00,2.2105,100.0,7.534,7.534,10.655,13.050,1
2024-01-02T01:15:00+00:00,2.0009,100.0,6.820,6.820,9.644,11.812,1
2024-01-02T01:20:00+00:00,1.8112,100.0,6.173,6.173,8.730,10.692,1
2024-01-02T01:25:00+00:00,1.8449,100.0,6.288,6.288,8.893,10.891,1
2024-01-02T01:30:00+00:00,2.2398,100.0,7.634,7.634,10.796,13.222,1
2024-01-02T01:35:00+00:00,2.9788,100.0,10.153,10.153,14.358,17.585,1
2024-01-02T01:40:00+00:00,3.8777,104.4,13.507,13.216,18.691,22.891,1
2024-01-02T01:45:00+00:00,4.7944,116.1,17.610,16.341,23.109,28.303,1
2024-01-02T01:50:00+00:00,5.7133,126.8,21.925,19.473,27.539,33.728,1
2024-01-02T01:55:00+00:00,6.5573,135.8,26.046,22.349,31.606,38.710,1
2024-01-02T02:00:00+00:00,7.0706,141.0,28.619,24.099,34.081,41.740,1
2024-01-02T02:05:00+00:00,6.9629,140.0,28.075,23.732,33.562,41.104,1
2024-01-02T02:10:00+00:00,6.2034,132.1,24.301,21.143,29.900,36.620,1
2024-01-02T02:15:00+00:00,5.0634,119.3,18.853,17.257,24.406,29.891,1
2024-01-02T02:20:00+00:00,3.8911,104.6,13.565,13.262,18.755,22.970,1
2024-01-02T02:25:00+00:00,2.9722,100.0,10.130,10.130,14.326,17.546,1
2024-01-02T02:30:00+00:00,2.4589,100.0,8.381,8.381,11.852,14.516,1
2024-01-02T02:35:00+00:00,2.3003,100.0,7.840,7.840,11.087,13.579,1
2024-01-02T02:40:00+00:00,2.2824,100.0,7.779,7.779,11.001,13.474,1
2024-01-02T02:45:00+00:00,2.1847,100.0,7.446,7.446,10.530,12.897,1
2024-01-02T02:50:00+00:00,1.9697,100.0,6.713,6.713,9.494,11.628,1
2024-01-02T02:55:00+00:00,1.7938,100.0,6.114,6.114,8.646,10.589,1
2024-01-02T03:00:00+00:00,1.8589,100.0,6.336,6.336,8.960,10.974,1
2024-01-02T03:05:00+00:00,2.2924,100.0,7.813,7.813,11.050,13.533,1
2024-01-02T03:10:00+00:00,3.0592,100.0,10.427,10.427,14.745,18.059,1
2024-01-02T03:15:00+00:00,3.9646,105.6,13.886,13.512,19.109,23.404,1
2024-01-02T03:20:00+00:00,4.8783,117.1,17.996,16.627,23.513,28.798,1
2024-01-02T03:25:00+00:00,5.7904,127.6,22.296,19.735,27.910,34.183,1
2024-01-02T03:30:00+00:00,6.6118,136.4,26.317,22.535,31.869,39.032,1
2024-01-02T03:35:00+00:00,7.0763,141.1,28.648,24.118,34.108,41.774,1
2024-01-02T03:40:00+00:00,6.9080,139.4,27.799,23.544,33.297,40.780,1
2024-01-02T03:45:00+00:00,6.1063,131.1,23.827,20.812,29.433,36.048,1
2024-01-02T03:50:00+00:00,4.9558,118.1,18.354,16.891,23.887,29.256,1
2024-01-02T03:55:00+00:00,3.7982,103.4,13.161,12.945,18.307,22.422,1
2024-01-02T04:00:00+00:00,2.9095,100.0,9.916,9.916,14.024,17.176,1
2024-01-02T04:05:00+00:00,2.4282,100.0,8.276,8.276,11.704,14.334,1
2024-01-02T04:10:00+00:00,2.2883,100.0,7.799,7.799,11.030,13.509,1
2024-01-02T04:15:00+00:00,2.2687,100.0,7.732,7.732,10.935,13.393,1
2024-01-02T04:20:00+00:00,2.1574,100.0,7.353,7.353,10.399,12.736,1
2024-01-02T04:25:00+00:00,1.9368,100.0,6.601,6.601,9.336,11.434,1
2024-01-02T04:30:00+00:00,1.7748,100.0,6.049,6.049,8.554,10.477,1
2024-01-02T04:35:00+00:00,1.8708,100.0,6.376,6.376,9.017,11.044,1
2024-01-02T04:40:00+00:00,2.3419,100.0,7.982,7.982,11.288,13.825,1
2024-01-02T04:45:00+00:00,3.1350,100.0,10.685,10.685,15.111,18.507,1
2024-01-02T04:50:00+00:00,4.0484,106.7,14.254,13.798,19.514,23.899,1
2024-01-02T04:55:00+00:00,4.9628,118.2,18.386,16.915,23.921,29.297,1
2024-01-02T05:00:00+00:00,5.8694,128.5,22.677,20.005,28.291,34.649,1
2024-01-02T05:05:00+00:00,6.6660,136.9,26.587,22.720,32.130,39.351,1
2024-01-02T05:10:00+00:00,7.0780,141.1,28.656,24.124,34.116,41.784,1
2024-01-02T05:15:00+00:00,6.8475,138.8,27.495,23.338,33.005,40.423,1
2024-01-02T05:20:00+00:00,6.0059,130.0,23.338,20.470,28.949,35.455,1
2024-01-02T05:25:00+00:00,4.8483,116.8,17.857,16.524,23.369,28.621,1
2024-01-02T05:30:00+00:00,3.7086,102.1,12.775,12.640,17.876,21.893,1
2024-01-02T05:35:00+00:00,2.8526,100.0,9.723,9.723,13.750,16.840,1
2024-01-02T05:40:00+00:00,2.4037,100.0,8.193,8.193,11.586,14.190,1
2024-01-02T05:45:00+00:00,2.2807,100.0,7.773,7.773,10.993,13.464,1
2024-01-02T05:50:00+00:00,2.2563,100.0,7.690,7.690,10.876,13.320,1
2024-01-02T05:55:00+00:00,2.1301,100.0,7.260,7.260,10.267,12.575,1
2024-01-02T06:00:00+00:00,1.9041,100.0,6.490,6.490,9.178,11.241,1
2024-01-02T06:05:00+00:00,1.7559,100.0,5.984,5.984,8.463,10.365,1
2024-01-02T06:10:00+00:00,1.8821,100.0,6.415,6.415,9.072,11.111,1
2024-01-02T06:15:00+00:00,2.3893,100.0,8.144,8.144,11.517,14.105,1
2024-01-02T06:20:00+00:00,3.2070,100.0,10.930,10.930,15.458,18.932,1
2024-01-02T06:25:00+00:00,4.1283,107.8,14.606,14.070,19.898,24.370,1
2024-01-02T06:30:00+00:00,5.0458,119.1,18.771,17.197,24.321,29.787,1
2024-01-02T06:35:00+00:00,5.9499,129.4,23.066,20.279,28.679,35.124,1
2024-01-02T06:40:00+00:00,6.7214,137.5,26.863,22.908,32.397,39.679,1
2024-01-02T06:45:00+00:00,7.0783,141.1,28.658,24.125,34.118,41.786,1
2024-01-02T06:50:00+00:00,6.7843,138.2,27.178,23.123,32.701,40.050,1
2024-01-02T06:55:00+00:00,5.9038,128.9,22.843,20.122,28.457,34.852,1
2024-01-02T07:00:00+00:00,4.7416,115.5,17.368,16.161,22.855,27.991,1
2024-01-02T07:05:00+00:00,3.6230,101.0,12.407,12.348,17.463,21.388,1
2024-01-02T07:10:00+00:00,2.8017,100.0,9.549,9.549,13.505,16.540,1
2024-01-02T07:15:00+00:00,2.3853,100.0,8.130,8.130,11.497,14.081,1
2024-01-02T07:20:00+00:00,2.2778,100.0,7.763,7.763,10.979,13.446,1
2024-01-02T07:25:00+00:00,2.2468,100.0,7.658,7.658,10.830,13.264,1
2024-01-02T07:30:00+00:00,2.1045,100.0,7.173,7.173,10.144,12.424,1
2024-01-02T07:35:00+00:00,1.8733,100.0,6.385,6.385,9.029,11.059,1
2024-01-02T07:40:00+00:00,1.7391,100.0,5.927,5.927,8.383,10.267,1
2024-01-02T07:45:00+00:00,1.8948,100.0,6.458,6.458,9.133,11.186,1
2024-01-02T07:50:00+00:00,2.4361,100.0,8.303,8.303,11.742,14.381,1
2024-01-02T07:55:00+00:00,3.2762,100.0,11.166,11.166,15.792,19.341,1
2024-01-02T08:00:00+00:00,4.2052,108.8,14.948,14.333,20.269,24.825,1
2024-01-02T08:05:00+00:00,5.1267,120.1,19.149,17.473,24.711,30.265,1
2024-01-02T08:10:00+00:00,6.0293,130.2,23.451,20.549,29.061,35.593,1
2024-01-02T08:15:00+00:00,6.7771,138.1,27.142,23.098,32.666,40.008,1
2024-01-02T08:20:00+00:00,7.0792,141.1,28.662,24.128,34.122,41.791,1
2024-01-02T08:25:00+00:00,6.7214,137.5,26.864,22.909,32.398,39.679,1
2024-01-02T08:30:00+00:00,5.8024,127.8,22.353,19.776,27.968,34.253,1
2024-01-02T08:35:00+00:00,4.6366,114.2,16.888,15.803,22.349,27.371,1
2024-01-02T08:40:00+00:00,3.5411,100.0,12.069,12.069,17.068,20.905,1
2024-01-02T08:45:00+00:00,2.7565,100.0,9.395,9.395,13.286,16.273,1
2024-01-02T08:50:00+00:00,2.3727,100.0,8.087,8.087,11.436,14.007,1
2024-01-02T08:55:00+00:00,2.2792,100.0,7.768,7.768,10.986,13.455,1
2024-01-02T09:00:00+00:00,2.2404,100.0,7.636,7.636,10.799,13.226,1
2024-01-02T09:05:00+00:00,2.0823,100.0,7.097,7.097,10.037,12.293,1
2024-01-02T09:10:00+00:00,1.8464,100.0,6.293,6.293,8.900,10.900,1
2024-01-02T09:15:00+00:00,1.7264,100.0,5.884,5.884,8.321,10.191,1
2024-01-02T09:20:00+00:00,1.9108,100.0,6.513,6.513,9.210,11.280,1
2024-01-02T09:25:00+00:00,2.4843,100.0,8.467,8.467,11.974,14.666,1
2024-01-02T09:30:00+00:00,3.3442,100.0,11.398,11.398,16.119,19.742,1
2024-01-02T09:35:00+00:00,4.2802,109.7,15.282,14.588,20.631,25.268,1
2024-01-02T09:40:00+00:00,5.2066,121.0,19.522,17.746,25.096,30.736,1
2024-01-02T09:45:00+00:00,6.1073,131.1,23.831,20.816,29.438,36.054,1
2024-01-02T09:50:00+00:00,6.8306,138.6,27.410,23.281,32.924,40.323,1
2024-01-02T09:55:00+00:00,7.0792,141.1,28.663,24.128,34.122,41.791,1
2024-01-02T10:00:00+00:00,6.6603,136.9,26.559,22.700,32.103,39.318,1
2024-01-02T10:05:00+00:00,5.7038,126.7,21.880,19.440,27.493,33.672,1
2024-01-02T10:10:00+00:00,4.5346,112.9,16.425,15.455,21.857,26.769,1
2024-01-02T10:15:00+00:00,3.4629,100.0,11.803,11.803,16.692,20.443,1
2024-01-02T10:20:00+00:00,2.7158,100.0,9.256,9.256,13.090,16.032,1
2024-01-02T10:25:00+00:00,2.3648,100.0,8.060,8.060,11.398,13.960,1
2024-01-02T10:30:00+00:00,2.2843,100.0,7.786,7.786,11.011,13.485,1
2024-01-02T10:35:00+00:00,2.2369,100.0,7.624,7.624,10.782,13.205,1
2024-01-02T10:40:00+00:00,2.0638,100.0,7.034,7.034,9.947,12.183,1
2024-01-02T10:45:00+00:00,1.8249,100.0,6.220,6.220,8.796,10.773,1
2024-01-02T10:50:00+00:00,1.7197,100.0,5.861,5.861,8.289,10.152,1
2024-01-02T10:55:00+00:00,1.9320,100.0,6.585,6.585,9.313,11.405,1
2024-01-02T11:00:00+00:00,2.5355,100.0,8.642,8.642,12.221,14.968,1
2024-01-02T11:05:00+00:00,3.4124,100.0,11.631,11.631,16.448,20.145,1
2024-01-02T11:10:00+00:00,4.3543,110.7,15.613,14.841,20.988,25.705,1
2024-01-02T11:15:00+00:00,5.2858,121.9,19.894,18.015,25.478,31.204,1
2024-01-02T11:20:00+00:00,6.1846,131.9,24.209,21.079,29.810,36.510,1
2024-01-02T11:25:00+00:00,6.8819,139.1,27.668,23.456,33.171,40.626,1
2024-01-02T11:30:00+00:00,7.0762,141.1,28.647,24.118,34.107,41.773,1
2024-01-02T11:35:00+00:00,6.5991,136.3,26.254,22.492,31.808,38.957,1
2024-01-02T11:40:00+00:00,5.6085,125.6,21.424,19.115,27.033,33.109,1
2024-01-02T11:45:00+00:00,4.4366,111.7,15.983,15.121,21.385,26.191,1
2024-01-02T11:50:00+00:00,3.3886,100.0,11.549,11.549,16.333,20.004,1
2024-01-02T11:55:00+00:00,2.6789,100.0,9.130,9.130,12.912,15.814,1
2024-01-02T12:00:00+00:00,2.3601,100.0,8.044,8.044,11.376,13.933,1
2024-01-02T12:05:00+00:00,2.2920,100.0,7.812,7.812,11.048,13.531,1
2024-01-02T12:10:00+00:00,2.2356,100.0,7.620,7.620,10.776,13.198,1
2024-01-02T12:15:00+00:00,2.0488,100.0,6.983,6.983,9.876,12.095,1
2024-01-02T12:20:00+00:00,1.8092,100.0,6.166,6.166,8.721,10.680,1
2024-01-02T12:25:00+00:00,1.7204,100.0,5.864,5.864,8.292,10.156,1
2024-01-02T12:30:00+00:00,1.9606,100.0,6.682,6.682,9.450,11.574,1
2024-01-02T12:35:00+00:00,2.5914,100.0,8.832,8.832,12.491,15.298,1
2024-01-02T12:40:00+00:00,3.4820,100.0,11.868,11.868,16.783,20.555,1
2024-01-02T12:45:00+00:00,4.4284,111.6,15.946,15.093,21.345,26.142,1
2024-01-02T12:50:00+00:00,5.3646,122.8,20.265,18.284,25.858,31.669,1
2024-01-02T12:55:00+00:00,6.2608,132.7,24.582,21.339,30.177,36.960,1
2024-01-02T13:00:00+00:00,6.9310,139.6,27.915,23.623,33.408,40.916,1
2024-01-02T13:05:00+00:00,7.0705,141.0,28.619,24.098,34.080,41.739,1
2024-01-02T13:10:00+00:00,6.5361,135.6,25.941,22.277,31.504,38.584,1
2024-01-02T13:15:00+00:00,5.5139,124.5,20.973,18.793,26.577,32.550,1
2024-01-02T13:20:00+00:00,4.3416,110.5,15.556,14.798,20.927,25.630,1
2024-01-02T13:25:00+00:00,3.3177,100.0,11.308,11.308,15.992,19.586,1
2024-01-02T13:30:00+00:00,2.6450,100.0,9.015,9.015,12.749,15.614,1
2024-01-02T13:35:00+00:00,2.3575,100.0,8.035,8.035,11.363,13.917,1
2024-01-02T13:40:00+00:00,2.3006,100.0,7.841,7.841,11.089,13.581,1
2024-01-02T13:45:00+00:00,2.2355,100.0,7.619,7.619,10.775,13.197,1
2024-01-02T13:50:00+00:00,2.0371,100.0,6.943,6.943,9.819,12.025,1
2024-01-02T13:55:00+00:00,1.7993,100.0,6.132,6.132,8.673,10.622,1
2024-01-02T14:00:00+00:00,1.7288,100.0,5.892,5.892,8.333,10.206,1
2024-01-02T14:05:00+00:00,1.9975,100.0,6.808,6.808,9.628,11.792,1
2024-01-02T14:10:00+00:00,2.6539,100.0,9.045,9.045,12.792,15.667,1
2024-01-02T14:15:00+00:00,3.5542,100.0,12.114,12.114,17.131,20.981,1
