timestamp_utc,F_drag_nN,V_min_V,P_at_Vmin_mW,P_at_100V_mW,P_at_200V_mW,P_at_300V_mW,P_at_350V_mW,feasible_at_350V
2024-01-01T15:25:00+00:00,0.8583,100.0,2.925,2.925,4.137,5.067,5.473,1
2024-01-01T15:30:00+00:00,0.6414,100.0,2.186,2.186,3.091,3.786,4.089,1
2024-01-01T15:35:00+00:00,0.5475,100.0,1.866,1.866,2.639,3.232,3.491,1
2024-01-01T15:40:00+00:00,0.5276,100.0,1.798,1.798,2.543,3.115,3.364,1
2024-01-01T15:45:00+00:00,0.5148,100.0,1.755,1.755,2.481,3.039,3.282,1
2024-01-01T15:50:00+00:00,0.4664,100.0,1.590,1.590,2.248,2.754,2.974,1
2024-01-01T15:55:00+00:00,0.3988,100.0,1.359,1.359,1.922,2.354,2.543,1
2024-01-01T16:00:00+00:00,0.3623,100.0,1.235,1.235,1.746,2.139,2.310,1
2024-01-01T16:05:00+00:00,0.3997,100.0,1.362,1.362,1.927,2.360,2.549,1
2024-01-01T16:10:00+00:00,0.5376,100.0,1.832,1.832,2.591,3.173,3.428,1
2024-01-01T16:15:00+00:00,0.7729,100.0,2.634,2.634,3.725,4.563,4.928,1
2024-01-01T16:20:00+00:00,1.0615,100.0,3.618,3.618,5.116,6.266,6.768,1
2024-01-01T16:25:00+00:00,1.3630,100.0,4.645,4.645,6.569,8.046,8.691,1
2024-01-01T16:30:00+00:00,1.6628,100.0,5.667,5.667,8.015,9.816,10.603,1
2024-01-01T16:35:00+00:00,1.9285,100.0,6.573,6.573,9.296,11.385,12.297,1
2024-01-01T16:40:00+00:00,2.0738,100.0,7.068,7.068,9.996,12.243,13.224,1
2024-01-01T16:45:00+00:00,2.0047,100.0,6.832,6.832,9.663,11.834,12.782,1
2024-01-01T16:50:00+00:00,1.7207,100.0,5.865,5.865,8.294,10.158,10.972,1
2024-01-01T16:55:00+00:00,1.3287,100.0,4.528,4.528,6.404,7.844,8.472,1
2024-01-01T17:00:00+00:00,0.9587,100.0,3.268,3.268,4.621,5.660,6.113,1
2024-01-01T17:05:00+00:00,0.6990,100.0,2.382,2.382,3.369,4.127,4.457,1
2024-01-01T17:10:00+00:00,0.5698,100.0,1.942,1.942,2.746,3.363,3.633,1
2024-01-01T17:15:00+00:00,0.5339,100.0,1.820,1.820,2.573,3.152,3.404,1
2024-01-01T17:20:00+00:00,0.5264,100.0,1.794,1.794,2.537,3.107,3.356,1
2024-01-01T17:25:00+00:00,0.4912,100.0,1.674,1.674,2.368,2.900,3.132,1
2024-01-01T17:30:00+00:00,0.4247,100.0,1.448,1.448,2.047,2.507,2.708,1
2024-01-01T17:35:00+00:00,0.3718,100.0,1.267,1.267,1.792,2.195,2.371,1
2024-01-01T17:40:00+00:00,0.3804,100.0,1.297,1.297,1.834,2.246,2.426,1
2024-01-01T17:45:00+00:00,0.4825,100.0,1.645,1.645,2.326,2.849,3.077,1
2024-01-01T17:50:00+00:00,0.6874,100.0,2.343,2.343,3.313,4.058,4.383,1
2024-01-01T17:55:00+00:00,0.9623,100.0,3.280,3.280,4.638,5.681,6.136,1
2024-01-01T18:00:00+00:00,1.2601,100.0,4.295,4.295,6.073,7.438,8.034,1
2024-01-01T18:05:00+00:00,1.5606,100.0,5.319,5.319,7.522,9.213,9.951,1
2024-01-01T18:10:00+00:00,1.8438,100.0,6.284,6.284,8.887,10.885,11.757,1
2024-01-01T18:15:00+00:00,2.0416,100.0,6.958,6.958,9.841,12.052,13.018,1
2024-01-01T18:20:00+00:00,2.0508,100.0,6.990,6.990,9.885,12.107,13.077,1
2024-01-01T18:25:00+00:00,1.8305,100.0,6.239,6.239,8.823,10.806,11.672,1
2024-01-01T18:30:00+00:00,1.4590,100.0,4.973,4.973,7.032,8.613,9.303,1
2024-01-01T18:35:00+00:00,1.0692,100.0,3.644,3.644,5.154,6.312,6.818,1
2024-01-01T18:40:00+00:00,0.7683,100.0,2.618,2.618,3.703,4.535,4.899,1
2024-01-01T18:45:00+00:00,0.5993,100.0,2.043,2.043,2.889,3.538,3.821,1
2024-01-01T18:50:00+00:00,0.5406,100.0,1.843,1.843,2.606,3.192,3.447,1
2024-01-01T18:55:00+00:00,0.5329,100.0,1.816,1.816,2.569,3.146,3.398,1
2024-01-01T19:00:00+00:00,0.5114,100.0,1.743,1.743,2.465,3.019,3.261,1
2024-01-01T19:05:00+00:00,0.4523,100.0,1.541,1.541,2.180,2.670,2.884,1
2024-01-01T19:10:00+00:00,0.3890,100.0,1.326,1.326,1.875,2.296,2.480,1
2024-01-01T19:15:00+00:00,0.3730,100.0,1.271,1.271,1.798,2.202,2.378,1
2024-01-01T19:20:00+00:00,0.4415,100.0,1.505,1.505,2.128,2.607,2.815,1
2024-01-01T19:25:00+00:00,0.6133,100.0,2.090,2.090,2.956,3.620,3.910,1
2024-01-01T19:30:00+00:00,0.8693,100.0,2.963,2.963,4.190,5.131,5.543,1
2024-01-01T19:35:00+00:00,1.1609,100.0,3.957,3.957,5.596,6.853,7.402,1
2024-01-01T19:40:00+00:00,1.4596,100.0,4.975,4.975,7.035,8.617,9.307,1
2024-01-01T19:45:00+00:00,1.7515,100.0,5.970,5.970,8.442,10.340,11.168,1
2024-01-01T19:50:00+00:00,1.9876,100.0,6.774,6.774,9.580,11.734,12.674,1
2024-01-01T19:55:00+00:00,2.0692,100.0,7.052,7.052,9.973,12.215,13.194,1
2024-01-01T20:00:00+00:00,1.9221,100.0,6.551,6.551,9.265,11.347,12.256,1
2024-01-01T20:05:00+00:00,1.5866,100.0,5.407,5.407,7.647,9.366,10.116,1
2024-01-01T20:10:00+00:00,1.1882,100.0,4.050,4.050,5.727,7.014,7.577,1
2024-01-01T20:15:00+00:00,0.8499,100.0,2.897,2.897,4.097,5.017,5.419,1
2024-01-01T20:20:00+00:00,0.6381,100.0,2.175,2.175,3.076,3.767,4.069,1
2024-01-01T20:25:00+00:00,0.5499,100.0,1.874,1.874,2.650,3.246,3.506,1
2024-01-01T20:30:00+00:00,0.5346,100.0,1.822,1.822,2.577,3.156,3.409,1
2024-01-01T20:35:00+00:00,0.5248,100.0,1.789,1.789,2.529,3.098,3.346,1
2024-01-01T20:40:00+00:00,0.4780,100.0,1.629,1.629,2.304,2.822,3.048,1
2024-01-01T20:45:00+00:00,0.4111,100.0,1.401,1.401,1.981,2.427,2.621,1
2024-01-01T20:50:00+00:00,0.3750,100.0,1.278,1.278,1.807,2.214,2.391,1
2024-01-01T20:55:00+00:00,0.4130,100.0,1.408,1.408,1.991,2.438,2.633,1
2024-01-01T21:00:00+00:00,0.5508,100.0,1.877,1.877,2.655,3.251,3.512,1
2024-01-01T21:05:00+00:00,0.7833,100.0,2.670,2.670,3.775,4.624,4.995,1
2024-01-01T21:10:00+00:00,1.0663,100.0,3.634,3.634,5.140,6.295,6.799,1
2024-01-01T21:15:00+00:00,1.3618,100.0,4.642,4.642,6.564,8.039,8.683,1
2024-01-01T21:20:00+00:00,1.6565,100.0,5.646,5.646,7.985,9.779,10.563,1
2024-01-01T21:25:00+00:00,1.9184,100.0,6.538,6.538,9.247,11.325,12.232,1
2024-01-01T21:30:00+00:00,2.0616,100.0,7.027,7.027,9.937,12.170,13.146,1
2024-01-01T21:35:00+00:00,1.9917,100.0,6.788,6.788,9.600,11.757,12.699,1
2024-01-01T21:40:00+00:00,1.7068,100.0,5.817,5.817,8.227,10.076,10.883,1
2024-01-01T21:45:00+00:00,1.3136,100.0,4.477,4.477,6.332,7.755,8.376,1
2024-01-01T21:50:00+00:00,0.9445,100.0,3.219,3.219,4.552,5.576,6.022,1
2024-01-01T21:55:00+00:00,0.6885,100.0,2.347,2.347,3.319,4.064,4.390,1
2024-01-01T22:00:00+00:00,0.5645,100.0,1.924,1.924,2.721,3.332,3.599,1
2024-01-01T22:05:00+00:00,0.5337,100.0,1.819,1.819,2.572,3.150,3.403,1
2024-01-01T22:10:00+00:00,0.5304,100.0,1.808,1.808,2.557,3.131,3.382,1
2024-01-01T22:15:00+00:00,0.4985,100.0,1.699,1.699,2.403,2.943,3.178,1
2024-01-01T22:20:00+00:00,0.4346,100.0,1.481,1.481,2.095,2.566,2.771,1
2024-01-01T22:25:00+00:00,0.3840,100.0,1.309,1.309,1.851,2.267,2.449,1
2024-01-01T22:30:00+00:00,0.3950,100.0,1.346,1.346,1.904,2.332,2.519,1
2024-01-01T22:35:00+00:00,0.4994,100.0,1.702,1.702,2.407,2.948,3.184,1
2024-01-01T22:40:00+00:00,0.7046,100.0,2.401,2.401,3.396,4.159,4.493,1
2024-01-01T22:45:00+00:00,0.9759,100.0,3.326,3.326,4.704,5.761,6.223,1
2024-01-01T22:50:00+00:00,1.2678,100.0,4.321,4.321,6.111,7.484,8.084,1
2024-01-01T22:55:00+00:00,1.5622,100.0,5.324,5.324,7.530,9.222,9.961,1
2024-01-01T23:00:00+00:00,1.8393,100.0,6.269,6.269,8.866,10.858,11.728,1
2024-01-01T23:05:00+00:00,2.0317,100.0,6.925,6.925,9.793,11.994,12.955,1
2024-01-01T23:10:00+00:00,2.0375,100.0,6.944,6.944,9.821,12.028,12.992,1
2024-01-01T23:15:00+00:00,1.8153,100.0,6.187,6.187,8.750,10.716,11.575,1
2024-01-01T23:20:00+00:00,1.4422,100.0,4.915,4.915,6.951,8.514,9.196,1
2024-01-01T23:25:00+00:00,1.0518,100.0,3.585,3.585,5.070,6.209,6.706,1
2024-01-01T23:30:00+00:00,0.7527,100.0,2.565,2.565,3.628,4.443,4.799,1
2024-01-01T23:35:00+00:00,0.5876,100.0,2.003,2.003,2.832,3.469,3.747,1
2024-01-01T23:40:00+00:00,0.5333,100.0,1.818,1.818,2.571,3.149,3.401,1
2024-01-01T23:45:00+00:00,0.5297,100.0,1.805,1.805,2.553,3.127,3.378,1
2024-01-01T23:50:00+00:00,0.5120,100.0,1.745,1.745,2.468,3.023,3.265,1
2024-01-01T23:55:00+00:00,0.4567,100.0,1.556,1.556,2.201,2.696,2.912,1
2024-01-02T00:00:00+00:00,0.3973,100.0,1.354,1.354,1.915,2.345,2.533,1
2024-01-02T00:05:00+00:00,0.3196,100.0,1.089,1.089,1.541,1.887,2.038,1
2024-01-02T00:10:00+00:00,0.3833,100.0,1.306,1.306,1.847,2.263,2.444,1
2024-01-02T00:15:00+00:00,0.5373,100.0,1.831,1.831,2.590,3.172,3.426,1
2024-01-02T00:20:00+00:00,0.7658,100.0,2.610,2.610,3.691,4.521,4.883,1
2024-01-02T00:25:00+00:00,1.0262,100.0,3.497,3.497,4.946,6.058,6.543,1
2024-01-02T00:30:00+00:00,1.2928,100.0,4.406,4.406,6.231,7.632,8.243,1
2024-01-02T00:35:00+00:00,1.5532,100.0,5.294,5.294,7.487,9.169,9.904,1
2024-01-02T00:40:00+00:00,1.7635,100.0,6.010,6.010,8.500,10.410,11.245,1
2024-01-02T00:45:00+00:00,1.8348,100.0,6.254,6.254,8.844,10.831,11.699,1
2024-01-02T00:50:00+00:00,1.6993,100.0,5.792,5.792,8.191,10.032,10.836,1
2024-01-02T00:55:00+00:00,1.3917,100.0,4.743,4.743,6.708,8.216,8.874,1
2024-01-02T01:00:00+00:00,1.0268,100.0,3.500,3.500,4.949,6.062,6.547,1
2024-01-02T01:05:00+00:00,0.7197,100.0,2.453,2.453,3.469,4.249,4.589,1
2024-01-02T01:10:00+00:00,0.5308,100.0,1.809,1.809,2.559,3.134,3.385,1
2024-01-02T01:15:00+00:00,0.4537,100.0,1.546,1.546,2.187,2.679,2.893,1
2024-01-02T01:20:00+00:00,0.4413,100.0,1.504,1.504,2.127,2.605,2.814,1
2024-01-02T01:25:00+00:00,0.4342,100.0,1.480,1.480,2.093,2.563,2.768,1
2024-01-02T01:30:00+00:00,0.3962,100.0,1.350,1.350,1.910,2.339,2.526,1
2024-01-02T01:35:00+00:00,0.3424,100.0,1.167,1.167,1.650,2.021,2.183,1
2024-01-02T01:40:00+00:00,0.3163,100.0,1.078,1.078,1.524,1.867,2.017,1
2024-01-02T01:45:00+00:00,0.3545,100.0,1.208,1.208,1.709,2.093,2.260,1
2024-01-02T01:50:00+00:00,0.4801,100.0,1.636,1.636,2.314,2.834,3.061,1
2024-01-02T01:55:00+00:00,0.6897,100.0,2.351,2.351,3.324,4.072,4.398,1
2024-01-02T02:00:00+00:00,0.9443,100.0,3.218,3.218,4.552,5.574,6.021,1
2024-01-02T02:05:00+00:00,1.2097,100.0,4.123,4.123,5.831,7.141,7.713,1
2024-01-02T02:10:00+00:00,1.4737,100.0,5.023,5.023,7.103,8.700,9.397,1
2024-01-02T02:15:00+00:00,1.7072,100.0,5.819,5.819,8.229,10.078,10.886,1
2024-01-02T02:20:00+00:00,1.8331,100.0,6.248,6.248,8.836,10.821,11.688,1
2024-01-02T02:25:00+00:00,1.7663,100.0,6.020,6.020,8.514,10.427,11.263,1
2024-01-02T02:30:00+00:00,1.5045,100.0,5.128,5.128,7.252,8.882,9.593,1
2024-01-02T02:35:00+00:00,1.1441,100.0,3.899,3.899,5.514,6.754,7.295,1
2024-01-02T02:40:00+00:00,0.8072,100.0,2.751,2.751,3.891,4.765,5.147,1
2024-01-02T02:45:00+00:00,0.5762,100.0,1.964,1.964,2.777,3.401,3.674,1
2024-01-02T02:50:00+00:00,0.4656,100.0,1.587,1.587,2.244,2.749,2.969,1
2024-01-02T02:55:00+00:00,0.4381,100.0,1.493,1.493,2.111,2.586,2.793,1
2024-01-02T03:00:00+00:00,0.4352,100.0,1.483,1.483,2.098,2.569,2.775,1
2024-01-02T03:05:00+00:00,0.4085,100.0,1.392,1.392,1.969,2.412,2.605,1
2024-01-02T03:10:00+00:00,0.3564,100.0,1.215,1.215,1.718,2.104,2.272,1
2024-01-02T03:15:00+00:00,0.3175,100.0,1.082,1.082,1.531,1.875,2.025,1
2024-01-02T03:20:00+00:00,0.3327,100.0,1.134,1.134,1.603,1.964,2.121,1
2024-01-02T03:25:00+00:00,0.4295,100.0,1.464,1.464,2.070,2.535,2.738,1
2024-01-02T03:30:00+00:00,0.6161,100.0,2.100,2.100,2.970,3.637,3.929,1
2024-01-02T03:35:00+00:00,0.8625,100.0,2.939,2.939,4.157,5.091,5.499,1
2024-01-02T03:40:00+00:00,1.1269,100.0,3.841,3.841,5.432,6.652,7.185,1
2024-01-02T03:45:00+00:00,1.3926,100.0,4.746,4.746,6.712,8.221,8.880,1
2024-01-02T03:50:00+00:00,1.6413,100.0,5.594,5.594,7.911,9.689,10.465,1
2024-01-02T03:55:00+00:00,1.8119,100.0,6.175,6.175,8.733,10.696,11.553,1
2024-01-02T04:00:00+00:00,1.8129,100.0,6.179,6.179,8.738,10.702,11.559,1
2024-01-02T04:05:00+00:00,1.6077,100.0,5.479,5.479,7.749,9.491,10.251,1
2024-01-02T04:10:00+00:00,1.2657,100.0,4.314,4.314,6.101,7.472,8.071,1
2024-01-02T04:15:00+00:00,0.9088,100.0,3.097,3.097,4.380,5.365,5.795,1
2024-01-02T04:20:00+00:00,0.6371,100.0,2.171,2.171,3.071,3.761,4.062,1
2024-01-02T04:25:00+00:00,0.4882,100.0,1.664,1.664,2.353,2.882,3.113,1
2024-01-02T04:30:00+00:00,0.4384,100.0,1.494,1.494,2.113,2.588,2.795,1
2024-01-02T04:35:00+00:00,0.4333,100.0,1.477,1.477,2.089,2.558,2.763,1
2024-01-02T04:40:00+00:00,0.4172,100.0,1.422,1.422,2.011,2.463,2.660,1
2024-01-02T04:45:00+00:00,0.3706,100.0,1.263,1.263,1.786,2.187,2.363,1
2024-01-02T04:50:00+00:00,0.3229,100.0,1.101,1.101,1.556,1.906,2.059,1
2024-01-02T04:55:00+00:00,0.3175,100.0,1.082,1.082,1.530,1.874,2.024,1
2024-01-02T05:00:00+00:00,0.3861,100.0,1.316,1.316,1.861,2.279,2.462,1
2024-01-02T05:05:00+00:00,0.5458,100.0,1.860,1.860,2.631,3.222,3.480,1
2024-01-02T05:10:00+00:00,0.7795,100.0,2.657,2.657,3.757,4.601,4.970,1
2024-01-02T05:15:00+00:00,1.0427,100.0,3.554,3.554,5.026,6.155,6.649,1
2024-01-02T05:20:00+00:00,1.3100,100.0,4.465,4.465,6.314,7.733,8.353,1
2024-01-02T05:25:00+00:00,1.5685,100.0,5.346,5.346,7.560,9.259,10.001,1
2024-01-02T05:30:00+00:00,1.7736,100.0,6.045,6.045,8.549,10.470,11.309,1
2024-01-02T05:35:00+00:00,1.8376,100.0,6.263,6.263,8.857,10.848,11.717,1
2024-01-02T05:40:00+00:00,1.6966,100.0,5.782,5.782,8.178,10.016,10.818,1
2024-01-02T05:45:00+00:00,1.3870,100.0,4.727,4.727,6.686,8.188,8.844,1
2024-01-02T05:50:00+00:00,1.0220,100.0,3.483,3.483,4.926,6.033,6.517,1
2024-01-02T05:55:00+00:00,0.7141,100.0,2.434,2.434,3.442,4.216,4.554,1
2024-01-02T06:00:00+00:00,0.5240,100.0,1.786,1.786,2.526,3.093,3.341,1
2024-01-02T06:05:00+00:00,0.4456,100.0,1.519,1.519,2.148,2.630,2.841,1
2024-01-02T06:10:00+00:00,0.4314,100.0,1.470,1.470,2.080,2.547,2.751,1
2024-01-02T06:15:00+00:00,0.4228,100.0,1.441,1.441,2.038,2.496,2.696,1
2024-01-02T06:20:00+00:00,0.3844,100.0,1.310,1.310,1.853,2.269,2.451,1
2024-01-02T06:25:00+00:00,0.3321,100.0,1.132,1.132,1.601,1.960,2.117,1
2024-01-02T06:30:00+00:00,0.3090,100.0,1.053,1.053,1.489,1.824,1.970,1
2024-01-02T06:35:00+00:00,0.3509,100.0,1.196,1.196,1.691,2.072,2.237,1
2024-01-02T06:40:00+00:00,0.4810,100.0,1.640,1.640,2.319,2.840,3.067,1
2024-01-02T06:45:00+00:00,0.6960,100.0,2.372,2.372,3.355,4.109,4.438,1
2024-01-02T06:50:00+00:00,0.9556,100.0,3.257,3.257,4.606,5.641,6.093,1
2024-01-02T06:55:00+00:00,1.2245,100.0,4.173,4.173,5.902,7.228,7.808,1
2024-01-02T07:00:00+00:00,1.4899,100.0,5.078,5.078,7.181,8.795,9.500,1
2024-01-02T07:05:00+00:00,1.7211,100.0,5.866,5.866,8.296,10.160,10.974,1
2024-01-02T07:10:00+00:00,1.8410,100.0,6.275,6.275,8.873,10.868,11.739,1
2024-01-02T07:15:00+00:00,1.7676,100.0,6.025,6.025,8.520,10.435,11.271,1
2024-01-02T07:20:00+00:00,1.5029,100.0,5.122,5.122,7.244,8.872,9.583,1
2024-01-02T07:25:00+00:00,1.1428,100.0,3.895,3.895,5.508,6.746,7.287,1
2024-01-02T07:30:00+00:00,0.8064,100.0,2.749,2.749,3.887,4.761,5.142,1
2024-01-02T07:35:00+00:00,0.5746,100.0,1.958,1.958,2.770,3.392,3.664,1
2024-01-02T07:40:00+00:00,0.4622,100.0,1.575,1.575,2.228,2.729,2.947,1
2024-01-02T07:45:00+00:00,0.4322,100.0,1.473,1.473,2.083,2.552,2.756,1
2024-01-02T07:50:00+00:00,0.4265,100.0,1.454,1.454,2.056,2.518,2.720,1
2024-01-02T07:55:00+00:00,0.3976,100.0,1.355,1.355,1.916,2.347,2.535,1
2024-01-02T08:00:00+00:00,0.3447,100.0,1.175,1.175,1.662,2.035,2.198,1
2024-01-02T08:05:00+00:00,0.3072,100.0,1.047,1.047,1.481,1.813,1.959,1
2024-01-02T08:10:00+00:00,0.3245,100.0,1.106,1.106,1.564,1.916,2.069,1
2024-01-02T08:15:00+00:00,0.4240,100.0,1.445,1.445,2.044,2.503,2.704,1
2024-01-02T08:20:00+00:00,0.6146,100.0,2.095,2.095,2.963,3.628,3.919,1
2024-01-02T08:25:00+00:00,0.8660,100.0,2.951,2.951,4.174,5.112,5.522,1
2024-01-02T08:30:00+00:00,1.1354,100.0,3.870,3.870,5.473,6.703,7.240,1
2024-01-02T08:35:00+00:00,1.4052,100.0,4.789,4.789,6.773,8.296,8.960,1
2024-01-02T08:40:00+00:00,1.6556,100.0,5.643,5.643,7.980,9.774,10.557,1
2024-01-02T08:45:00+00:00,1.8235,100.0,6.215,6.215,8.789,10.765,11.627,1
2024-01-02T08:50:00+00:00,1.8184,100.0,6.198,6.198,8.765,10.735,11.595,1
2024-01-02T08:55:00+00:00,1.6088,100.0,5.483,5.483,7.755,9.497,10.258,1
2024-01-02T09:00:00+00:00,1.2666,100.0,4.317,4.317,6.105,7.477,8.077,1
2024-01-02T09:05:00+00:00,0.9114,100.0,3.106,3.106,4.393,5.380,5.811,1
2024-01-02T09:10:00+00:00,0.6403,100.0,2.182,2.182,3.086,3.780,4.083,1
2024-01-02T09:15:00+00:00,0.4902,100.0,1.671,1.671,2.363,2.894,3.126,1
2024-01-02T09:20:00+00:00,0.4380,100.0,1.493,1.493,2.111,2.586,2.793,1
2024-01-02T09:25:00+00:00,0.4297,100.0,1.465,1.465,2.071,2.537,2.740,1
2024-01-02T09:30:00+00:00,0.4100,100.0,1.397,1.397,1.976,2.420,2.614,1
2024-01-02T09:35:00+00:00,0.3606,100.0,1.229,1.229,1.738,2.129,2.300,1
2024-01-02T09:40:00+00:00,0.3121,100.0,1.064,1.064,1.505,1.843,1.990,1
2024-01-02T09:45:00+00:00,0.3072,100.0,1.047,1.047,1.481,1.814,1.959,1
2024-01-02T09:50:00+00:00,0.3769,100.0,1.284,1.284,1.817,2.225,2.403,1
2024-01-02T09:55:00+00:00,0.5384,100.0,1.835,1.835,2.595,3.178,3.433,1
2024-01-02T10:00:00+00:00,0.7755,100.0,2.643,2.643,3.738,4.578,4.945,1
2024-01-02T10:05:00+00:00,1.0434,100.0,3.556,3.556,5.029,6.159,6.653,1
2024-01-02T10:10:00+00:00,1.3157,100.0,4.484,4.484,6.342,7.767,8.389,1
2024-01-02T10:15:00+00:00,1.5786,100.0,5.380,5.380,7.609,9.319,10.066,1
2024-01-02T10:20:00+00:00,1.7852,100.0,6.084,6.084,8.605,10.539,11.383,1
2024-01-02T10:25:00+00:00,1.8463,100.0,6.293,6.293,8.899,10.899,11.773,1
2024-01-02T10:30:00+00:00,1.7007,100.0,5.796,5.796,8.197,10.040,10.844,1
2024-01-02T10:35:00+00:00,1.3893,100.0,4.735,4.735,6.697,8.202,8.859,1
2024-01-02T10:40:00+00:00,1.0260,100.0,3.497,3.497,4.945,6.057,6.542,1
2024-01-02T10:45:00+00:00,0.7202,100.0,2.455,2.455,3.471,4.252,4.592,1
2024-01-02T10:50:00+00:00,0.5304,100.0,1.808,1.808,2.556,3.131,3.382,1
2024-01-02T10:55:00+00:00,0.4505,100.0,1.535,1.535,2.171,2.659,2.872,1
2024-01-02T11:00:00+00:00,0.4337,100.0,1.478,1.478,2.090,2.560,2.765,1
2024-01-02T11:05:00+00:00,0.4212,100.0,1.436,1.436,2.030,2.486,2.686,1
2024-01-02T11:10:00+00:00,0.3788,100.0,1.291,1.291,1.826,2.236,2.416,1
2024-01-02T11:15:00+00:00,0.3238,100.0,1.104,1.104,1.561,1.912,2.065,1
2024-01-02T11:20:00+00:00,0.2994,100.0,1.021,1.021,1.443,1.768,1.909,1
2024-01-02T11:25:00+00:00,0.3407,100.0,1.161,1.161,1.642,2.012,2.173,1
2024-01-02T11:30:00+00:00,0.4707,100.0,1.604,1.604,2.269,2.779,3.001,1
2024-01-02T11:35:00+00:00,0.6869,100.0,2.341,2.341,3.311,4.055,4.380,1
2024-01-02T11:40:00+00:00,0.9495,100.0,3.236,3.236,4.577,5.605,6.055,1
2024-01-02T11:45:00+00:00,1.2227,100.0,4.167,4.167,5.894,7.218,7.797,1
2024-01-02T11:50:00+00:00,1.4930,100.0,5.089,5.089,7.196,8.814,9.520,1
2024-01-02T11:55:00+00:00,1.7283,100.0,5.891,5.891,8.331,10.203,11.020,1
