step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
7900,2.899993e-07,8.115239e+00,5.047053e-12,3.411614e-04,0.000000e+00,3.433991e-04,3.709711e-04,0.000000e+00,1.462341e-08,-5.922457e-12,1.075298e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.462341e-08,0.0000,96.2418,3.7582,1.602169e+02
8000,2.936701e-07,7.944702e+00,4.940992e-12,3.404356e-04,0.000000e+00,3.396494e-04,3.693281e-04,0.000000e+00,1.447991e-08,3.188695e-12,9.365497e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.447991e-08,0.0000,96.3316,3.6684,1.605834e+02
8100,2.973410e-07,7.798348e+00,4.849971e-12,3.416452e-04,0.000000e+00,3.408892e-04,3.664406e-04,0.000000e+00,1.453004e-08,8.456191e-12,6.600327e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.453004e-08,0.0000,96.4174,3.5826,1.605135e+02
8200,3.010119e-07,7.694548e+00,4.785415e-12,3.406170e-04,0.000000e+00,3.426733e-04,3.582028e-04,0.000000e+00,1.462154e-08,5.218054e-12,6.557446e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.462154e-08,0.0000,96.5188,3.4812,1.608536e+02
8300,3.046828e-07,7.645396e+00,4.754847e-12,3.420988e-04,0.000000e+00,3.407078e-04,3.504261e-04,0.000000e+00,1.454213e-08,1.351898e-12,5.035766e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.454213e-08,0.0000,96.5919,3.4081,1.609460e+02
8400,3.083536e-07,7.631249e+00,4.746048e-12,3.417964e-04,0.000000e+00,3.416149e-04,3.441932e-04,0.000000e+00,1.458578e-08,-3.850127e-12,6.013161e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.458578e-08,0.0000,96.6697,3.3303,1.610504e+02
8500,3.120245e-07,7.674975e+00,4.773243e-12,3.426733e-04,0.000000e+00,3.425221e-04,3.352652e-04,0.000000e+00,1.461990e-08,2.924163e-12,5.907420e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.461990e-08,0.0000,96.7443,3.2557,1.609500e+02
8600,3.156954e-07,7.766879e+00,4.830400e-12,3.423105e-04,0.000000e+00,3.433991e-04,3.267400e-04,0.000000e+00,1.466075e-08,2.930382e-12,5.871486e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.466075e-08,0.0000,96.8236,3.1764,1.610257e+02
8700,3.193663e-07,7.877701e+00,4.899323e-12,3.407682e-04,0.000000e+00,3.401332e-04,3.219926e-04,0.000000e+00,1.451629e-08,1.913228e-12,8.219299e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.451629e-08,0.0000,96.8882,3.1118,1.609151e+02
8800,3.230371e-07,8.009044e+00,4.981008e-12,3.403146e-04,0.000000e+00,3.424012e-04,3.180624e-04,0.000000e+00,1.460396e-08,7.582769e-13,9.733821e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.460396e-08,0.0000,96.9669,3.0331,1.607076e+02
8900,3.267080e-07,8.161938e+00,5.076096e-12,3.411614e-04,0.000000e+00,3.400727e-04,3.152579e-04,0.000000e+00,1.450310e-08,-2.371350e-12,9.150143e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.450310e-08,0.0000,97.0232,2.9768,1.606741e+02
9000,3.303789e-07,8.336959e+00,5.184945e-12,3.421593e-04,0.000000e+00,3.407380e-04,3.125071e-04,0.000000e+00,1.453239e-08,-4.309532e-12,8.961436e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.453239e-08,0.0000,97.0754,2.9246,1.607002e+02
9100,3.340498e-07,8.505959e+00,5.290050e-12,3.420988e-04,0.000000e+00,3.414637e-04,3.134667e-04,0.000000e+00,1.455349e-08,-9.220715e-12,1.018239e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.455349e-08,0.0000,97.1300,2.8700,1.604793e+02
9200,3.377207e-07,8.679035e+00,5.397691e-12,3.425826e-04,0.000000e+00,3.424314e-04,3.132598e-04,0.000000e+00,1.459256e-08,3.272706e-12,1.217319e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.459256e-08,0.0000,97.1854,2.8146,1.604364e+02
