step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
4000,1.468351e-07,-2.439146e-01,-1.516961e-13,0.000000e+00,0.000000e+00,0.000000e+00,6.657320e-07,3.950010e-07,0.000000e+00,0.000000e+00,-1.399824e-13,7.132870e-15,1.223684e-13,0.000000e+00,-7.132870e-15,0.0000,0.0000,100.0000,nan
4100,1.505059e-07,4.274246e-02,2.658251e-14,4.868550e-05,0.000000e+00,0.000000e+00,5.547767e-07,4.349449e-07,0.000000e+00,0.000000e+00,8.320903e-13,3.080217e-14,-2.988019e-12,-5.181719e-15,-3.080217e-14,0.0000,0.0000,100.0000,nan
4200,1.541768e-07,2.067138e+00,1.285600e-12,3.438224e-04,0.000000e+00,0.000000e+00,1.309273e-06,4.615742e-07,0.000000e+00,0.000000e+00,-5.575058e-15,-1.345542e-12,-1.863590e-10,-1.372929e-12,1.345542e-12,0.0000,0.0000,100.0000,nan
4300,1.578477e-07,4.050448e+00,2.519066e-12,3.438829e-04,0.000000e+00,2.478122e-04,8.263953e-06,3.950010e-07,1.078162e-08,-2.911427e-10,-6.254048e-12,-5.254684e-12,-3.947432e-10,-5.265035e-12,1.078688e-08,0.0000,33.6523,66.3477,1.673547e+02
4400,1.615186e-07,5.868212e+00,3.649575e-12,3.416149e-04,0.000000e+00,3.404054e-04,3.395855e-05,3.106749e-07,1.464227e-08,-4.063824e-10,-2.030971e-11,-5.552483e-12,-4.060904e-10,-5.543717e-12,1.464783e-08,0.0000,54.5653,45.4347,1.636276e+02
4500,1.651895e-07,7.448675e+00,4.632501e-12,3.460299e-04,0.000000e+00,3.406775e-04,7.853303e-05,2.662928e-07,1.459030e-08,-4.011968e-10,-1.525288e-11,-5.660864e-12,-4.088085e-10,-5.677106e-12,1.459596e-08,0.0000,65.2298,34.7702,1.622064e+02
4600,1.688603e-07,8.676956e+00,5.396397e-12,3.398006e-04,0.000000e+00,3.441248e-04,1.318462e-04,1.420228e-07,1.467387e-08,-4.153871e-10,1.663670e-11,-5.874771e-12,-4.090251e-10,-5.785489e-12,1.467975e-08,0.0000,72.1734,27.8266,1.608043e+02
4700,1.725312e-07,9.598847e+00,5.969742e-12,3.441248e-04,0.000000e+00,3.408892e-04,1.880217e-04,8.432605e-08,1.449234e-08,-4.052634e-10,7.423819e-11,-5.872330e-12,-4.089104e-10,-5.732165e-12,1.449821e-08,0.0000,76.5626,23.4374,1.598287e+02
4800,1.762021e-07,1.016828e+01,6.323885e-12,3.406170e-04,0.000000e+00,3.414033e-04,2.441877e-04,4.438213e-08,1.447344e-08,-4.109334e-10,1.568456e-10,-5.858678e-12,-4.123816e-10,-5.606020e-12,1.447930e-08,0.0000,79.8550,20.1450,1.589529e+02
4900,1.798730e-07,1.042605e+01,6.484200e-12,3.402542e-04,0.000000e+00,3.420988e-04,2.965865e-04,4.438213e-09,1.446846e-08,-3.990039e-10,2.385044e-10,-6.006629e-12,-4.112837e-10,-5.527544e-12,1.447447e-08,0.0000,82.3790,17.6210,1.581940e+02
5000,1.835438e-07,1.041185e+01,6.475368e-12,3.425826e-04,0.000000e+00,3.410706e-04,3.449884e-04,0.000000e+00,1.443161e-08,-4.023961e-10,3.264268e-10,-6.093550e-12,-4.114746e-10,-5.535892e-12,1.443770e-08,0.0000,84.2585,15.7415,1.583399e+02
5100,1.872147e-07,1.011149e+01,6.288569e-12,3.397401e-04,0.000000e+00,3.397401e-04,3.906269e-04,0.000000e+00,1.436489e-08,-3.966599e-10,3.847276e-10,-5.966318e-12,-4.118627e-10,-5.440195e-12,1.437085e-08,0.0000,85.7992,14.2008,1.581141e+02
5200,1.908856e-07,9.636004e+00,5.992851e-12,3.452134e-04,0.000000e+00,3.413730e-04,4.257712e-04,0.000000e+00,1.444163e-08,-3.965529e-10,4.040702e-10,-6.017918e-12,-4.127358e-10,-5.589053e-12,1.444765e-08,0.0000,86.9831,13.0169,1.582774e+02
5300,1.945565e-07,8.988887e+00,5.590395e-12,3.420081e-04,0.000000e+00,3.446389e-04,4.516431e-04,0.000000e+00,1.459422e-08,-4.072480e-10,4.171620e-10,-6.170120e-12,-4.122023e-10,-5.749023e-12,1.460039e-08,0.0000,88.1169,11.8831,1.586019e+02
5400,1.982273e-07,8.272942e+00,5.145132e-12,3.427036e-04,0.000000e+00,3.436712e-04,4.639996e-04,0.000000e+00,1.458124e-08,-4.077701e-10,3.914483e-10,-5.612165e-12,-4.057946e-10,-5.466238e-12,1.458685e-08,0.0000,89.0432,10.9568,1.592058e+02
5500,2.018982e-07,7.518997e+00,4.676236e-12,3.392260e-04,0.000000e+00,3.418871e-04,4.669600e-04,0.000000e+00,1.452931e-08,-3.908143e-10,2.992783e-10,-4.981063e-12,-4.003074e-10,-5.367611e-12,1.453429e-08,0.0000,89.8661,10.1339,1.597132e+02
5600,2.055691e-07,6.835549e+00,4.251184e-12,3.407682e-04,0.000000e+00,3.412823e-04,4.565585e-04,0.000000e+00,1.454140e-08,-3.942199e-10,2.393548e-10,-4.515182e-12,-3.953633e-10,-5.384594e-12,1.454591e-08,0.0000,90.5425,9.4575,1.605459e+02
5700,2.092400e-07,6.262178e+00,3.894592e-12,3.392865e-04,0.000000e+00,3.415545e-04,4.364274e-04,0.000000e+00,1.457869e-08,-3.940719e-10,1.668198e-10,-4.000547e-12,-3.908762e-10,-5.425824e-12,1.458269e-08,0.0000,91.1649,8.8351,1.611077e+02
5800,2.129108e-07,5.874889e+00,3.653728e-12,3.421593e-04,0.000000e+00,3.399518e-04,4.077742e-04,0.000000e+00,1.453220e-08,-3.987751e-10,1.111029e-10,-3.277964e-12,-3.878802e-10,-5.347739e-12,1.453548e-08,0.0000,91.6429,8.3571,1.615882e+02
5900,2.165817e-07,5.645797e+00,3.511250e-12,3.432176e-04,0.000000e+00,3.418569e-04,3.820305e-04,0.000000e+00,1.463354e-08,-3.920128e-10,5.030618e-11,-2.756387e-12,-3.871594e-10,-5.341889e-12,1.463630e-08,0.0000,92.0831,7.9169,1.620203e+02
6000,2.202526e-07,5.540526e+00,3.445780e-12,3.411311e-04,0.000000e+00,3.418569e-04,3.589663e-04,0.000000e+00,1.465189e-08,-3.906780e-10,3.152280e-11,-2.314773e-12,-3.847436e-10,-5.366560e-12,1.465420e-08,0.0000,92.5067,7.4933,1.624338e+02
6100,2.239235e-07,5.589524e+00,3.476252e-12,3.414033e-04,0.000000e+00,3.434596e-04,3.331020e-04,0.000000e+00,1.472338e-08,-3.951922e-10,9.491489e-12,-2.138389e-12,-3.827210e-10,-5.313348e-12,1.472552e-08,0.0000,92.9080,7.0920,1.624913e+02
6200,2.275944e-07,5.748217e+00,3.574948e-12,3.403449e-04,0.000000e+00,3.423709e-04,3.134588e-04,0.000000e+00,1.467812e-08,-3.930316e-10,1.741123e-11,-2.072314e-12,-3.802844e-10,-5.373987e-12,1.468020e-08,0.0000,93.2699,6.7301,1.625194e+02
6300,2.312652e-07,6.030160e+00,3.750295e-12,3.429757e-04,0.000000e+00,3.397401e-04,2.952087e-04,0.000000e+00,1.454786e-08,-3.878995e-10,8.716618e-12,-1.705312e-12,-3.800240e-10,-5.381075e-12,1.454957e-08,0.0000,93.5320,6.4680,1.621245e+02
6400,2.349361e-07,6.359192e+00,3.954927e-12,3.408892e-04,0.000000e+00,3.413126e-04,2.851443e-04,0.000000e+00,1.462024e-08,-3.961121e-10,3.348838e-11,-1.429664e-12,-3.814559e-10,-5.330799e-12,1.462167e-08,0.0000,93.8160,6.1840,1.622473e+02
6500,2.386070e-07,6.742439e+00,4.193277e-12,3.433688e-04,0.000000e+00,3.418266e-04,2.784389e-04,0.000000e+00,1.461885e-08,-3.904359e-10,4.323316e-11,-1.338452e-12,-3.818754e-10,-5.326697e-12,1.462019e-08,0.0000,94.0546,5.9454,1.617259e+02
6600,2.422779e-07,7.150624e+00,4.447137e-12,3.427036e-04,0.000000e+00,3.412823e-04,2.735485e-04,0.000000e+00,1.458807e-08,-3.913672e-10,7.508283e-11,-1.166672e-12,-3.857371e-10,-5.222669e-12,1.458924e-08,0.0000,94.2750,5.7250,1.615528e+02
6700,2.459487e-07,7.548668e+00,4.694689e-12,3.416149e-04,0.000000e+00,3.428548e-04,2.741781e-04,0.000000e+00,1.463340e-08,-3.829755e-10,8.750543e-11,-9.492963e-13,-3.862465e-10,-5.244605e-12,1.463434e-08,0.0000,94.5076,5.4924,1.610727e+02
6800,2.496196e-07,7.916649e+00,4.923545e-12,3.408590e-04,0.000000e+00,3.427036e-04,2.785153e-04,0.000000e+00,1.461822e-08,-3.878398e-10,1.094922e-10,-7.738131e-13,-3.866051e-10,-5.246089e-12,1.461899e-08,0.0000,94.7292,5.2708,1.608843e+02
6900,2.532905e-07,8.248917e+00,5.130190e-12,3.395889e-04,0.000000e+00,3.408590e-04,2.832959e-04,0.000000e+00,1.452675e-08,-3.881927e-10,1.345193e-10,-4.966496e-13,-3.873491e-10,-5.223589e-12,1.452725e-08,0.0000,94.9285,5.0715,1.606024e+02
7000,2.569614e-07,8.538881e+00,5.310525e-12,3.410404e-04,0.000000e+00,3.392260e-04,2.919143e-04,0.000000e+00,1.444034e-08,-3.838128e-10,1.438417e-10,-3.154422e-13,-3.885126e-10,-5.209651e-12,1.444066e-08,0.0000,95.0839,4.9161,1.602318e+02
7100,2.606322e-07,8.769878e+00,5.454188e-12,3.413730e-04,0.000000e+00,3.407078e-04,3.022374e-04,0.000000e+00,1.449514e-08,-3.849488e-10,1.726506e-10,-1.624508e-13,-3.907762e-10,-5.295679e-12,1.449530e-08,0.0000,95.2403,4.7597,1.600552e+02
7200,2.643031e-07,8.921893e+00,5.548729e-12,3.416754e-04,0.000000e+00,3.398913e-04,3.159210e-04,0.000000e+00,1.445715e-08,-3.898808e-10,1.802809e-10,-1.737897e-14,-3.915477e-10,-5.208715e-12,1.445717e-08,0.0000,95.3763,4.6237,1.599735e+02
7300,2.679740e-07,8.987606e+00,5.589598e-12,3.406473e-04,0.000000e+00,3.416452e-04,3.295141e-04,0.000000e+00,1.451886e-08,-3.826480e-10,1.877611e-10,1.353078e-13,-3.931803e-10,-5.272856e-12,1.451872e-08,0.0000,95.5288,4.4712,1.596830e+02
7400,2.716449e-07,8.982718e+00,5.586557e-12,3.416754e-04,0.000000e+00,3.417057e-04,3.425036e-04,0.000000e+00,1.452530e-08,-3.901104e-10,1.817178e-10,1.058723e-13,-3.924999e-10,-5.365263e-12,1.452520e-08,0.0000,95.6639,4.3361,1.597626e+02
7500,2.753158e-07,8.934081e+00,5.556309e-12,3.422802e-04,0.000000e+00,3.397401e-04,3.505203e-04,0.000000e+00,1.443604e-08,-3.918825e-10,1.749049e-10,3.175754e-13,-3.942193e-10,-5.344017e-12,1.443572e-08,0.0000,95.7693,4.2307,1.596487e+02
7600,2.789866e-07,8.803514e+00,5.475107e-12,3.424919e-04,0.000000e+00,3.442155e-04,3.646125e-04,0.000000e+00,1.463581e-08,-3.901865e-10,1.545300e-10,4.587479e-13,-3.937103e-10,-5.300004e-12,1.463535e-08,0.0000,95.9043,4.0957,1.598606e+02
7700,2.826575e-07,8.665435e+00,5.389232e-12,3.430362e-04,0.000000e+00,3.406473e-04,3.664297e-04,0.000000e+00,1.449127e-08,-3.877300e-10,1.336762e-10,6.688431e-13,-3.930312e-10,-5.299949e-12,1.449060e-08,0.0000,95.9987,4.0013,1.600077e+02
7800,2.863284e-07,8.488217e+00,5.279016e-12,3.414637e-04,0.000000e+00,3.432781e-04,3.714882e-04,0.000000e+00,1.461215e-08,-3.947748e-10,1.110549e-10,5.092818e-13,-3.914955e-10,-5.499410e-12,1.461164e-08,0.0000,96.1206,3.8794,1.602121e+02
7900,2.899993e-07,8.321539e+00,5.175355e-12,3.411614e-04,0.000000e+00,3.434596e-04,3.694001e-04,0.000000e+00,1.461503e-08,-3.977161e-10,9.029127e-11,7.875842e-13,-3.889496e-10,-5.255750e-12,1.461425e-08,0.0000,96.2397,3.7603,1.600967e+02
8000,2.936701e-07,8.160283e+00,5.075066e-12,3.404356e-04,0.000000e+00,3.397401e-04,3.677557e-04,0.000000e+00,1.447353e-08,-3.841689e-10,7.710538e-11,9.125443e-13,-3.872062e-10,-5.149276e-12,1.447262e-08,0.0000,96.3302,3.6698,1.604706e+02
8100,2.973410e-07,8.036180e+00,4.997884e-12,3.416452e-04,0.000000e+00,3.407078e-04,3.626707e-04,0.000000e+00,1.451130e-08,-3.802527e-10,6.544409e-11,1.028758e-12,-3.867352e-10,-5.135380e-12,1.451028e-08,0.0000,96.4148,3.5852,1.603812e+02
8200,3.010119e-07,7.939676e+00,4.937866e-12,3.406170e-04,0.000000e+00,3.427640e-04,3.569668e-04,0.000000e+00,1.461368e-08,-3.853072e-10,6.682556e-11,9.663542e-13,-3.858180e-10,-5.244980e-12,1.461272e-08,0.0000,96.5169,3.4831,1.607091e+02
8300,3.046828e-07,7.900063e+00,4.913229e-12,3.420988e-04,0.000000e+00,3.405868e-04,3.488102e-04,0.000000e+00,1.452546e-08,-3.874094e-10,4.179306e-11,9.278413e-13,-3.853815e-10,-5.276023e-12,1.452453e-08,0.0000,96.5891,3.4109,1.608066e+02
8400,3.083536e-07,7.919382e+00,4.925245e-12,3.417964e-04,0.000000e+00,3.416754e-04,3.385233e-04,0.000000e+00,1.457632e-08,-3.926668e-10,5.308027e-11,8.232904e-13,-3.863405e-10,-5.291129e-12,1.457549e-08,0.0000,96.6674,3.3326,1.609020e+02
8500,3.120245e-07,7.975678e+00,4.960257e-12,3.426733e-04,0.000000e+00,3.425524e-04,3.331356e-04,0.000000e+00,1.460819e-08,-3.862966e-10,5.851505e-11,8.203137e-13,-3.859670e-10,-5.241914e-12,1.460737e-08,0.0000,96.7423,3.2577,1.607778e+02
8600,3.156954e-07,8.067838e+00,5.017573e-12,3.423105e-04,0.000000e+00,3.433688e-04,3.266966e-04,0.000000e+00,1.464598e-08,-3.870475e-10,7.188748e-11,6.529184e-13,-3.866795e-10,-5.168456e-12,1.464533e-08,0.0000,96.8214,3.1786,1.608431e+02
8700,3.193663e-07,8.192038e+00,5.094816e-12,3.407682e-04,0.000000e+00,3.401635e-04,3.197262e-04,0.000000e+00,1.450354e-08,-3.833683e-10,6.857888e-11,4.474872e-13,-3.868113e-10,-5.233183e-12,1.450309e-08,0.0000,96.8863,3.1137,1.607183e+02
8800,3.230371e-07,8.341712e+00,5.187901e-12,3.403146e-04,0.000000e+00,3.424919e-04,3.149568e-04,0.000000e+00,1.459322e-08,-3.865605e-10,8.610771e-11,5.414792e-13,-3.858712e-10,-5.232307e-12,1.459268e-08,0.0000,96.9656,3.0344,1.605001e+02
8900,3.267080e-07,8.512808e+00,5.294310e-12,3.411614e-04,0.000000e+00,3.398913e-04,3.121741e-04,0.000000e+00,1.448007e-08,-3.869879e-10,7.390961e-11,6.081279e-13,-3.860709e-10,-5.295752e-12,1.447947e-08,0.0000,97.0208,2.9792,1.604518e+02
