step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
3200,1.174681e-07,-2.460162e-01,-1.460264e-13,0.000000e+00,0.000000e+00,0.000000e+00,5.991588e-07,3.284278e-07,0.000000e+00,0.000000e+00,-1.786072e-12,2.109905e-12,-1.191263e-12,0.000000e+00,-2.109905e-12,0.0000,0.0000,100.0000,nan
3300,1.211389e-07,-2.470318e-01,-1.466292e-13,0.000000e+00,0.000000e+00,0.000000e+00,5.503384e-07,3.861246e-07,0.000000e+00,0.000000e+00,-6.409502e-13,2.119466e-12,-1.551077e-12,0.000000e+00,-2.119466e-12,0.0000,0.0000,100.0000,nan
3400,1.248098e-07,-2.478278e-01,-1.471017e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.926417e-07,3.639335e-07,0.000000e+00,0.000000e+00,6.609694e-13,6.591302e-13,-1.920297e-12,0.000000e+00,-6.591302e-13,0.0000,0.0000,100.0000,nan
3500,1.284807e-07,-2.480199e-01,-1.472157e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.127538e-07,3.816863e-07,0.000000e+00,0.000000e+00,5.288820e-13,6.224064e-13,-2.046382e-12,0.000000e+00,-6.224064e-13,0.0000,0.0000,100.0000,nan
3600,1.321516e-07,-2.487885e-01,-1.476719e-13,0.000000e+00,0.000000e+00,0.000000e+00,5.103945e-07,3.861246e-07,0.000000e+00,0.000000e+00,2.364873e-13,2.786585e-13,-2.004701e-12,0.000000e+00,-2.786585e-13,0.0000,0.0000,100.0000,nan
3700,1.358224e-07,-2.493923e-01,-1.480303e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.526978e-07,3.550571e-07,0.000000e+00,0.000000e+00,-1.121964e-12,9.691088e-13,-2.187871e-12,0.000000e+00,-9.691088e-13,0.0000,0.0000,100.0000,nan
3800,1.394933e-07,-2.498315e-01,-1.482910e-13,0.000000e+00,0.000000e+00,0.000000e+00,5.059563e-07,4.349449e-07,0.000000e+00,0.000000e+00,5.306861e-13,4.569550e-13,-2.309865e-12,0.000000e+00,-4.569550e-13,0.0000,0.0000,100.0000,nan
3900,1.431642e-07,-2.499688e-01,-1.483725e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.438213e-07,4.216303e-07,0.000000e+00,0.000000e+00,-1.353344e-12,5.214804e-14,-1.760234e-12,0.000000e+00,-5.214804e-14,0.0000,0.0000,100.0000,nan
4000,1.468351e-07,-2.496668e-01,-1.481932e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.083156e-07,4.571360e-07,0.000000e+00,0.000000e+00,3.548772e-13,1.055947e-12,-1.138113e-12,0.000000e+00,-1.055947e-12,0.0000,0.0000,100.0000,nan
4100,1.505059e-07,4.520572e-02,2.683249e-14,4.765736e-05,0.000000e+00,0.000000e+00,4.216303e-07,4.438213e-07,0.000000e+00,0.000000e+00,-1.948912e-12,1.537242e-12,-3.152707e-11,-2.238732e-13,-1.537242e-12,0.0000,0.0000,100.0000,nan
